epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
7.0636061398,0.0130399501,0.007496,944.056308683
10.5589410287,0.022372035,0.0112,944.7600949706
15.1034374332,0.0359612984,0.016,946.2124207241
20.8541890562,0.0550062422,0.02207,947.4035024185
27.8729112809,0.0808364544,0.02948,948.2275351198
39.99999999362306,0.1332000218241313,0.04225163715688365,949.84502011041
40.40674457428216,0.1349563046192259,0.04268,949.8992708271174
57.01946,0.2582268,0.06025596,950.573
59.71952,0.2865776,0.06309573,951.0326
62.54825,0.3182826,0.06606934,951.5235
65.51187,0.3537471,0.0691831,952.0479
68.61693,0.3934337,0.0724436,952.6083
71.87031,0.4378754,0.07585776,953.2076
75.27923,0.4876908,0.07943282,953.8491
78.8513,0.5436044,0.08317638,954.5367
82.59451,0.6064714,0.08709636,955.2751
86.51727,0.677309,0.09120108,956.0696
90.62846,0.7573356,0.09549926,956.9268
94.93742,0.8480185,0.1,957.8543
99.454,0.9511331,0.1047129,958.8616
104.1886,1.068834,0.1096478,959.9596
109.1524,1.203741,0.1148154,961.1614
114.3568,1.356167,0.1202264,962.4583
119.8141,1.529994,0.1258925,963.8706
125.5375,1.730898,0.1318257,965.4293
131.5408,1.964819,0.1380384,967.1625
137.8389,2.238744,0.144544,969.1008
144.4487,2.663353,0.1513561,971.9597
151.3989,3.419464,0.1584893,976.8375
158.7168,4.380668,0.1659587,982.7593
166.4308,5.605662,0.1737801,989.9665
174.5737,7.167147,0.1819701,998.74
183.1835,9.156904,0.1905461,1009.417
192.3051,11.69122,0.1995262,1022.403
201.9915,14.91766,0.2089296,1038.192
207.2689938179513,17.018521783772215,0.21396759147118571,1048.0105217636317
477.30461798683376,17.019403063265745,0.4716776158077952,1048.0105249484664
477.99715979277136,17.485559834431797,0.472338152241663,1049.
478.6978170935243,17.958231785798944,0.473005761604676,1050.
479.39919472504704,18.431571372830604,0.47367342816532193,1051.
480.10129276745363,18.905578645704225,0.47434113783717535,1052.
480.8041113395767,19.38025365459748,0.47500889501651883,1053.
481.5076505322545,19.855596449687653,0.4756767105998258,1054.
482.2119104543503,20.3316070811523,0.4763445745895942,1055.
482.9168911912146,20.808285599168926,0.4770124870378549,1056.
483.6225928624622,21.28563205391498,0.47768044512388025,1057.
484.32901554870085,21.76364649556797,0.47834845642127743,1058.
485.0361593596758,22.242328974305394,0.4790165210001056,1059.
485.74402439870516,22.721679540304592,0.47968462890726715,1060.
486.45261077082426,23.201698243743294,0.48035279389784585,1061.
487.16191855408437,23.682385134798665,0.48102100337276277,1062.
487.8719478723947,24.16374026364855,0.4816892729109456,1063.
488.5826988240475,24.64576368047011,0.482357583999741,1064.
489.2941714944746,25.128455435441083,0.4830259478217943,1065.
490.0063659914849,25.611815578738685,0.4836943549679787,1066.
490.719282412002,26.09584416054065,0.48436282661844143,1067.
491.43292086883895,26.580541231024313,0.4850313333120249,1068.
492.1472814496596,27.065906840367177,0.4856998990496041,1069.
492.8623642670245,27.551941038746747,0.486368516796414,1070.
493.5781693992068,28.03864387634053,0.4870371804832706,1071.
494.2946969758043,28.526015403326028,0.4877058930285066,1072.
495.0119470704096,29.014055669880577,0.48837465460785395,1073.
495.7299198049243,29.502764726181795,0.48904347073872456,1074.
496.4486152593865,29.99214262240713,0.4897123360179225,1075.
497.1680335577609,30.48218940873403,0.4903812544755131,1076.
497.88817477500805,30.972905135340056,0.4910502195256549,1077.
498.60903902763937,31.464289852402658,0.49171923460754036,1078.
499.3306264140467,31.956343610099168,0.4923883019551804,1079.
500.05293703828306,32.449066458607376,0.4930574144689254,1080.
500.7759709914317,32.942458448104446,0.4937265803819113,1081.
501.49972837534006,33.43651962876811,0.49439579962925334,1082.
502.22420929317275,33.931250050775645,0.4950650665132715,1083.
502.9494138375351,34.42664976430467,0.4957343780507483,1084.
503.6753421283534,34.92271881953263,0.4964037483682718,1085.
504.4019942466866,35.41945726663704,0.49707316896521275,1086.
505.12937030277817,35.91686515579528,0.49774262937135494,1087.
505.857470394077,36.41494253718491,0.49841214705600384,1088.
506.5862946162209,36.91368946098345,0.49908171813478475,1089.
507.3158430805024,37.413105977368275,0.4997513366378107,1090.
508.04611587452274,37.9131921365169,0.500421006446696,1091.
508.7771131058756,38.41394798860688,0.5010907186912033,1092.
509.5088348814347,38.91537358381561,0.5017604890198107,1093.
510.24128128730104,39.41746897232065,0.5024303086271662,1094.
510.97445243753873,39.92023420429939,0.5031001788594277,1095.
511.70834841599805,40.42366932992945,0.5037700938944604,1096.
512.442969337172,40.92777439938823,0.5044400609518344,1097.
513.1783153042073,41.4325494628531,0.5051100827100439,1098.
513.9143864017079,41.93799457050176,0.5057801468588756,1099.
514.6511827357266,42.44410977251141,0.5064502686075181,1100.
515.3887044155849,42.95089511905985,0.5071204395301327,1101.
516.1269515363975,43.458350660324356,0.5077906608057948,1102.
516.8659242002404,43.966476446482545,0.508460930127052,1103.
517.6056224949889,44.47527252771164,0.5091312475432163,1104.
518.3460465362002,44.98473895418954,0.5098016250983575,1105.
519.0871964260042,45.49487577609335,0.5104720416471399,1106.
519.8290722462483,46.005683043600754,0.511142507887475,1107.
520.5716741155674,46.51716080688908,0.511813028496162,1108.
521.3150021216709,47.02930911613595,0.5124836069515422,1109.
522.0590563804019,47.542128021518806,0.5131542252519208,1110.
522.8038369752203,48.05561757321516,0.5138248991858524,1111.
523.549344016272,48.5697778214024,0.5144956155424536,1112.
524.2955775980506,49.08460881625814,0.5151663885361176,1113.
525.0425378259418,49.60011060795972,0.5158372137768857,1114.
525.790224802718,50.1162832466847,0.5165080877866033,1115.
526.538638616245,50.633126782610645,0.517179006126,1116.
527.2877793840926,51.15064126591477,0.5178499832728511,1117.
528.0376471923518,51.66882674677487,0.5185210059332223,1118.
528.7882421470998,52.187683275368215,0.519192077886977,1119.
529.5395643461484,52.707210901872486,0.5198632011633815,1120.
530.29161389822,53.227409676464845,0.5205343660639588,1121.
531.0443908956374,53.74827964932308,0.521205592619669,1122.
531.797895444019,54.26982087062447,0.521876865343481,1123.
532.552127635896,54.79203339054675,0.5225481874772383,1124.
533.3070875727486,55.31491725926713,0.5232195693195164,1125.
534.0627753620779,55.83847252696319,0.5238909885021179,1126.
534.8191911029458,56.36269924381247,0.5245624588017725,1127.
535.5763348853426,56.88759745999238,0.5252339922895534,1128.
536.3342068211153,57.41316722568041,0.5259055582644149,1129.
537.0928070045186,57.93940859105402,0.5265771820913647,1130.
537.8521355416772,58.46632160629082,0.5272488592894933,1131.
538.6121925293884,58.99390632156815,0.5279205831945423,1132.
539.3729780754101,59.522162787063564,0.5285923590240795,1133.
540.1344922645717,60.05109105295452,0.5292641900828859,1134.
540.8967352093678,60.58069116941857,0.5299360670755608,1135.
541.6597070024508,61.110963186633,0.5306079900650417,1136.
542.4234077451902,61.64190715477554,0.531279969457352,1137.
543.187837553093,62.17352312402346,0.5319519876836265,1138.
543.9529964988214,62.70581114455439,0.5326240713731596,1139.
544.7188847082473,63.238771266545655,0.5332961908860125,1140.
545.48550227254,63.77240354017505,0.5339683735525255,1141.
546.2528492836724,64.30670801561968,0.5346405943677517,1142.
547.0209258570443,64.84168474305727,0.5353128751429412,1143.
547.7897320781855,65.37733377266517,0.5359851975374056,1144.
548.5592680550935,65.91365515462093,0.5366575781448267,1145.
549.3295338988231,66.45064893910205,0.5373300053197357,1146.
550.1005296852327,66.98831517628594,0.5380024849512148,1147.
550.8722555330796,67.52665391635014,0.5386750153308578,1148.
551.6447115472072,68.06566520947217,0.5393475919417234,1149.
552.417897801221,68.60534910582936,0.5400202206442706,1150.
553.1918144276575,69.14570565559939,0.5406929002922638,1151.
553.9664615046051,69.68673490895958,0.5413656263861006,1152.
554.7418391437855,70.22843691608745,0.5420384104492054,1153.
555.5179474316694,70.7708117271606,0.5427112329869223,1154.
556.2947864849339,71.31385939235628,0.5433841137114259,1155.
557.0723564048753,71.85757996185225,0.5440570414687488,1156.
557.8506572705274,72.40197348582569,0.5447300193773836,1157.
558.6296892024864,72.94704001445439,0.5454030479288317,1158.
559.4094523042833,73.49277959791561,0.5460761343525035,1159.
560.1899466581119,74.03919228638694,0.5467492608483064,1160.
560.9711723630147,74.5862781300458,0.5474224391625927,1161.
561.7531295479348,75.13403717906976,0.5480956756348105,1162.
562.5358182797337,75.68246948363617,0.5487689531575475,1163.
563.3192386796204,76.23157509392263,0.5494422825698544,1164.
564.1033908430901,76.78135406010648,0.5501156652408945,1165.
564.8882748752354,77.3318064323654,0.5507891015043743,1166.
565.6738908552298,77.88293226087677,0.551462583017282,1167.
566.4602389072251,78.43473159581805,0.5521361112672927,1168.
567.2473191317157,78.98720448736668,0.5528096947929011,1169.
568.0351316126115,79.54035098570034,0.5534833245902812,1170.
568.8236764572312,80.09417114099631,0.5541570019685172,1171.
569.6129537676459,80.64866500343209,0.5548307357238753,1172.
570.4029636424872,81.20383262318535,0.5555045154190885,1173.
571.1937061752376,81.75967405043326,0.556178353510974,1174.
571.9851814880224,82.31618933535356,0.5568522366696773,1175.
572.7773896634696,82.87337852812362,0.557526166512965,1176.
573.5703307985649,83.43124167892103,0.5582001483418194,1177.
574.3640050111984,83.98977883792304,0.5588741834403002,1178.
575.1584123795367,84.54899005530746,0.5595482654524017,1179.
575.9535530276743,85.10887538125144,0.5602224041745089,1180.
576.7494270336372,85.66943486593277,0.5608965847121207,1181.
577.5460345179653,86.23066855952868,0.5615708158654484,1182.
578.343375561721,86.79257651221678,0.5622451014309067,1183.
579.1414502837281,87.35515877417447,0.562919441412441,1184.
579.9402587667724,87.91841539557936,0.5635938200437326,1185.
580.7398011265501,88.48234642660884,0.5642682548719098,1186.
581.5400774540766,89.04695191744037,0.5649427434605083,1187.
582.3410878527749,89.6122319182515,0.5656172817388903,1188.
583.1428324170301,90.17818647921962,0.5662918619696088,1189.
583.9453112527297,90.74481565052241,0.566966498797966,1190.
584.7485244664472,91.3121194823371,0.5676411808425212,1191.
585.5524721503308,91.8800980248414,0.5683159229521914,1192.
586.357154413283,92.44875132821255,0.568990708640037,1193.
587.1625713372667,93.01807944262822,0.5696655439547632,1194.
587.968723040477,93.5880824182658,0.5703404286130165,1195.
588.7756096164082,94.1587603053029,0.5710153686595563,1196.
589.5832311708242,94.73011315391682,0.5716903495773477,1197.
590.3915877918789,95.30214101428516,0.572365389864022,1198.
591.2006795846748,95.87484393658531,0.5730404774390083,1199.
592.0105066642983,96.44822197099495,0.5737156148705763,1200.
592.8210691118215,97.02227516769136,0.5743907978156018,1201.
593.6323670367984,97.59700357685205,0.5750660341970518,1202.
594.4444005340827,98.17240724865457,0.5757413210532435,1203.
595.2571697114345,98.74848623327637,0.5764166614582267,1204.
596.070674665161,99.3252405808949,0.5770920489372581,1205.
596.8849154914138,99.90267034168772,0.5777674905156822,1206.
597.6998922986603,100.48077556583223,0.5784429800021097,1207.
598.5156051899116,101.05955630350604,0.579118518377125,1208.
599.3320542482276,101.63901260488649,0.579794103966374,1209.
600.1492395888203,102.21914452015108,0.5804697392528102,1210.
600.9671613100011,102.79995209947737,0.5811454346426497,1211.
601.785819512251,103.3814353930427,0.5818211700505767,1212.
602.6052142931645,103.96359445102479,0.5824969602259314,1213.
603.4253457540237,104.54642932360088,0.5831727971604311,1214.
604.2462139879243,105.12994006094857,0.5838486885650989,1215.
605.0678191087425,105.71412671324532,0.5845246333576019,1216.
605.8901612136225,106.29898933066863,0.5852006257237067,1217.
606.7132404006438,106.88452796339601,0.5858766575557361,1218.
607.5370567588382,107.47074266160485,0.5865527492308458,1219.
608.3616104036288,108.05763347547276,0.5872288916607743,1220.
609.1869014313427,108.64520045517708,0.5879050868970312,1221.
610.012929942546,109.23344365089531,0.5885813233684019,1222.
610.8396960356088,109.82236311280508,0.5892576127201795,1223.
611.6671998209716,110.41195889108366,0.589933953466465,1224.
612.4954413797652,111.00223103590872,0.590610352503212,1225.
613.3244208215027,111.59317959745766,0.591286796352804,1226.
614.1541382545744,112.18480462590793,0.5919632842001711,1227.
614.9845937649717,112.77710617143714,0.5926398236500298,1228.
615.8157874642958,113.37008428422257,0.5933164197015438,1229.
616.6477194508136,113.9637390144419,0.5939930580671068,1230.
617.4803898274498,114.5580704122724,0.5946697533687267,1231.
618.3137986874029,115.15307852789181,0.5953465004070588,1232.
619.1479461276256,115.7487634114774,0.5960232917526014,1233.
619.9828322611048,116.34512511320679,0.5967001337772243,1234.
620.8184571767786,116.94216368325732,0.5973770274061325,1235.
621.654820987548,117.5398791718066,0.5980539704970952,1236.
622.4919237815756,118.13827162903203,0.5987309670793639,1237.
623.3297656626037,118.73734110511123,0.5994080084883238,1238.
624.1683467307604,119.33708765022146,0.6000850995682967,1239.
625.0076670941512,119.93751131454042,0.6007622440499509,1240.
625.8477268416577,120.53861214824542,0.6014394417784448,1241.
626.6885260834733,121.14039020151404,0.6021166807720529,1242.
627.5300649159103,121.74284552452372,0.6027939762539257,1243.
628.3723434363187,122.34597816745202,0.6034713214416827,1244.
629.2153617444131,122.94978818047633,0.6041487189879757,1245.
630.0591199549108,123.55427561377411,0.6048261657385545,1246.
630.9036181489441,124.15944051752297,0.6055036634208659,1247.
631.7488564286834,124.76528294190024,0.6061812110228905,1248.
632.5948349074546,125.37180293708354,0.6068588062428237,1249.
633.4415536840395,125.97900055325027,0.607536446733261,1250.
634.2890128419917,126.58687584057799,0.6082141453480757,1251.
635.1372125023423,127.19542884924402,0.6088918960091951,1252.
635.9861527601176,127.80465962942606,0.6095696917253343,1253.
636.8358336965111,128.41456823130136,0.6102475384001457,1254.
637.6862554405918,129.0251547050476,0.6109254338191943,1255.
638.5374180765577,129.6364191008421,0.6116033806685128,1256.
639.389321704118,130.24836146886253,0.6122813740810144,1257.
640.2419664331087,130.86098185928626,0.6129594198969822,1258.
641.0953523524619,131.47428032229072,0.6136375215218821,1259.
641.9494795701977,132.08825690805344,0.6143156658080171,1260.
642.8043481822775,132.70291166675196,0.6149938684626577,1261.
643.6599582982943,133.31824464856368,0.6156721186855111,1262.
644.5163100010112,133.93425590366616,0.6163504093299744,1263.
645.3734034093455,134.55094548223673,0.6170287656738281,1264.
646.2312386113879,135.16831343445307,0.617707157561754,1265.
647.0898157152171,135.78635981049268,0.6183856143678795,1266.
647.9491348202113,136.40508466053274,0.6190641081513223,1267.
648.8091960206051,137.02448803475107,0.6197426556001767,1268.
649.6699994164226,137.6445699833248,0.6204212536406475,1269.
650.5315451124167,138.26533055643188,0.6210999031205451,1270.
651.3938332100354,138.8867698042493,0.621778607560609,1271.
652.2568638163661,139.5088877769549,0.6224573609563469,1272.
653.1206370172503,140.13168452472598,0.623136161121227,1273.
653.9851529205371,140.75516009774014,0.6238150028510504,1274.
654.8504116196603,141.37931454617478,0.6244939111058883,1275.
655.7164132239068,142.00414792020752,0.6251728554037608,1276.
656.5831578289742,142.62966027001556,0.6258518608600575,1277.
657.4506455364254,143.2558516457766,0.6265309076186711,1278.
658.3188764529359,143.88272209766797,0.6272100087358738,1279.
659.1878506661881,144.51027167586733,0.6278891676674637,1280.
660.0575682931884,145.1385004305522,0.6285683605435083,1281.
660.9280294172211,145.76740841189974,0.6292476199719947,1282.
661.7992341442005,146.3969956700878,0.629926918562252,1283.
662.6711825706776,147.02726225529352,0.6306062749267592,1284.
663.5438748170802,147.65820821769466,0.6312856738613764,1285.
664.4173109524652,148.2898336074686,0.6319651291827824,1286.
665.291491104182,148.92213847479286,0.6326446307267658,1287.
666.1664153623552,149.5551228698448,0.6333241827919854,1288.
667.0420838189916,150.18878684280207,0.6340037800988401,1289.
667.9184965930081,150.82313044384193,0.6346834368020959,1290.
668.7956537700906,151.45815372314223,0.63536314456588,1291.
669.6735554518287,152.0938567308799,0.6360428940891598,1292.
670.552201747257,152.73023951723314,0.636722700905995,1293.
671.4315927450355,153.36730213237877,0.637402553107366,1294.
672.31172854864,154.00504462649462,0.6380824536180036,1295.
673.192609270534,154.643467049758,0.6387624119164091,1296.
674.0742349941202,155.2825694523466,0.6394424161314531,1297.
674.9566058331609,155.92235188443772,0.6401224719249582,1298.
675.8397218740638,156.56281439620898,0.6408025775900063,1299.
676.7235832308218,157.20395703783765,0.641482724489761,1300.
677.6081899981908,157.84577985950136,0.6421629361969056,1301.
678.4935422816014,158.48828291137772,0.6428431899198376,1302.
679.3796401704786,159.1314662436439,0.6435234975671134,1303.
680.2664837790194,159.77532990647774,0.6442038456481627,1304.
681.1540731879678,160.4198739500565,0.6448842605374824,1305.
682.0424085132163,161.06509842455762,0.6455647106535215,1306.
682.9314898523885,161.71100338015867,0.6462452194460465,1307.
683.8213173092678,162.35758886703718,0.6469257758550051,1308.
684.7118909784301,163.00485493537053,0.6476063852012928,1309.
685.6032109502512,163.65280163533635,0.6482870407630349,1310.
686.4952773532553,164.3014290171118,0.6489677395680453,1311.
687.3880902541797,164.9507371308748,0.6496485035312854,1312.
688.2816497871476,165.60072602680248,0.6503293061078859,1313.
689.1759560238198,166.25139575507262,0.6510101620044104,1314.
690.0710090792509,166.9027463658623,0.6516910727674334,1315.
690.9668090512591,167.55477790934935,0.6523720265940889,1316.
691.8633560345097,168.20749043571107,0.6530530386564547,1317.
692.7606501412835,168.86088399512528,0.653734098733215,1318.
693.6586914689774,169.51495863776904,0.654415208546682,1319.
694.5574801064441,170.16971441381975,0.655096368935592,1320.
695.4570161668587,170.82515137345547,0.6557775763013614,1321.
696.3572997390531,171.48126956685314,0.6564588282046011,1322.
697.2583309280337,172.13806904419062,0.6571401440189139,1323.
698.1601098462503,172.79554985564494,0.6578214993899494,1324.
699.0626365749405,173.45371205139418,0.6585029102361795,1325.
699.9659112252482,174.11255568161516,0.6591843674966905,1326.
700.8699339037119,174.77208079648597,0.659865875543379,1327.
701.7747046940116,175.43228744618364,0.6605474371181983,1328.
702.6802237083759,176.0931756808859,0.6612290514209667,1329.
703.5864910385586,176.75474555077017,0.661910711414953,1330.
704.4935067997469,177.41699710601404,0.6625924245776638,1331.
705.4012710751966,178.07993039679468,0.6632741830336313,1332.
706.3097839772746,178.74354547328994,0.663955987858946,1333.
707.2190456007601,179.4078423856771,0.664637853617529,1334.
708.1290560433685,180.07282118413355,0.6653197620118684,1335.
709.0398154077837,180.738481918837,0.6660017219602349,1336.
709.9513238008387,181.40482463996477,0.666683739246645,1337.
710.8635813144292,182.07184939769456,0.6673658018502836,1338.
711.7765880592034,182.73955624220355,0.66804791118327,1339.
712.6903441237331,183.40794522366946,0.6687300724828362,1340.
713.6048496067922,184.07701639226957,0.6694122879612832,1341.
714.5201046255536,184.74676979818162,0.6700945498925739,1342.
715.4361092639597,185.41720549158265,0.6707768630115027,1343.
716.3528636262819,186.08832352265063,0.6714592174675006,1344.
717.2703678244501,186.76012394156282,0.6721416369192711,1345.
718.1886219383127,187.43260679849675,0.6728240969523243,1346.
719.1076260924392,188.1057721436299,0.6735066095228761,1347.
720.0273803643477,188.7796200271398,0.6741891712981651,1348.
720.9478848621308,189.4541504992037,0.6748717884503911,1349.
721.8691396917652,190.12936360999936,0.6755544496676077,1350.
722.7911449510509,190.80525940970404,0.6762371697098952,1351.
723.7139007377478,191.48183794849535,0.676919932028076,1352.
724.6374071512363,192.1590992765507,0.6776027491699286,1353.
725.5616643024584,192.83704344404782,0.6782856123123125,1354.
726.486672277208,193.51567050116375,0.6789685192682122,1355.
727.4124311825097,194.19498049807646,0.6796514910650563,1356.
728.3389411225826,194.87497348496322,0.6803345018571253,1357.
729.2662021849584,195.5556495120012,0.6810175670863379,1358.
730.1942144896412,196.23700862936835,0.6817006889507587,1359.
731.1229781169994,196.91905088724184,0.6823838462250679,1360.
732.0524931793001,197.6017763357994,0.6830670649351304,1361.
732.9827597712894,198.2851850252182,0.6837503351675722,1362.
733.9137780077895,198.9692770056762,0.6844336481881788,1363.
734.8455479661416,199.6540523273503,0.6851170106327532,1364.
735.7780697621429,200.33951104041853,0.6858004312193022,1365.
736.7113434925469,201.02565319505788,0.6864838954067701,1366.
737.6453692477123,201.71247884144623,0.6871674141001787,1367.
738.5801471477224,202.39998802976083,0.6878509817310435,1368.
739.5156772790722,203.08818081017932,0.6885345950501061,1369.
740.4519597446688,203.77705723287897,0.6892182630469634,1370.
741.3889946513569,204.46661734803752,0.6899019802742921,1371.
742.3267820920312,205.15686120583212,0.6905857469470091,1372.
743.2653221616238,205.84778885644062,0.6912695715919261,1373.
744.2046149786379,206.5394003500403,0.6919534343373341,1374.
745.1446606235388,207.23169573680855,0.6926373524442593,1375.
746.0854592078432,207.92467506692321,0.6933213194051894,1376.
747.0270108365744,208.61833839056135,0.6940053437631439,1377.
747.9693155948512,209.31268575790068,0.6946894135516666,1378.
748.9123735976921,210.0077172191186,0.6953735264087553,1379.
749.8561849404877,210.70343282439262,0.6960576959364373,1380.
750.8007497221166,211.39983262390035,0.6967419230219696,1381.
751.7460680354178,212.09691666781907,0.6974261922777826,1382.
752.6921399927797,212.79468500632618,0.6981105100384564,1383.
753.6389656945018,213.49313768959962,0.6987948807015043,1384.
754.5865452283952,214.19227476781623,0.6994793020746954,1385.
755.5348787066108,214.8920962911542,0.7001637684272514,1386.
756.4839662368497,215.59260230979032,0.7008482903059152,1387.
757.4338078901012,216.2937928739026,0.701532858487421,1388.
758.3844037993977,216.99566803366827,0.7022174749754921,1389.
759.3357540509652,217.69822783926475,0.7029021525133189,1390.
760.2878587331722,218.40147234086976,0.7035868754666271,1391.
761.2407179672088,219.1054015886607,0.7042716429765793,1392.
762.1943318429205,219.81001563281495,0.7049564685216448,1393.
763.1487004690129,220.51531452351003,0.7056413366305556,1394.
764.1038239332983,221.22129831092354,0.7063262544472007,1395.
765.0597023345375,221.92796704523266,0.7070112321027988,1396.
766.0163357930874,222.63532077661523,0.7076962489334699,1397.
766.9737243859117,223.34335955524853,0.7083813208012115,1398.
767.9318682360221,224.05208343131017,0.7090664464954001,1399.
768.8907674197477,224.76149245497743,0.709751621101299,1400.
769.8504220574224,225.47158667642793,0.7104368414045614,1401.
770.8108322395051,226.18236614583907,0.7111221197472607,1402.
771.7719980783149,226.89383091338857,0.7118074385493238,1403.
772.7339196534768,227.6059810292536,0.7124928110116618,1404.
773.6965970778188,228.3188165436119,0.7131782360757323,1405.
774.6600304526149,229.03233750664072,0.7138637124137142,1406.
775.6242198732363,229.7465439685178,0.7145492318231762,1407.
776.5891654425511,230.46143597942034,0.7152348028450785,1408.
777.5548672559286,231.17701358952604,0.7159204279408699,1409.
778.5213254296284,231.89327684901218,0.7166061097895132,1410.
779.4885400463623,232.6102258080566,0.7172918320630806,1411.
780.4565112164163,233.32786051683627,0.7179776023552712,1412.
781.4252390325232,234.04618102552922,0.7186634275525045,1413.
782.3947236048649,234.76518738431253,0.7193493029064061,1414.
783.3649650242104,235.48487964336368,0.7200352328834683,1415.
784.3359634014714,236.20525785286043,0.7207212095344062,1416.
785.3077188249437,236.92632206298003,0.721407228384254,1417.
786.2802314046202,237.64807232390024,0.7220933128115481,1418.
787.2535012337803,238.3705086857981,0.7227794365437539,1419.
788.2275284099036,239.09363119885143,0.7234656144184474,1420.
789.2023130512553,239.81743991323765,0.7241518377016456,1421.
790.1778552394105,240.54193487913426,0.7248381085519614,1422.
791.1541550802775,241.26711614671865,0.72552444456334,1423.
792.1312126855012,241.99298376616832,0.7262108203006948,1424.
793.1090281386103,242.71953778766078,0.7268972464715519,1425.
794.0876015414234,243.44677826137354,0.7275837223891983,1426.
795.0669330070564,244.17470523748398,0.7282702442946686,1427.
796.0470226267698,244.90331876616972,0.7289568294505346,1428.
797.027870505739,245.63261889760815,0.7296434585727963,1429.
798.0094767355868,246.3626056819768,0.7303301355454895,1430.
798.9918414185643,247.09327916945313,0.7310168573571487,1431.
