epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
799.9749646691686,247.82463941021467,0.7317036430542335,1432.
800.9588465717419,248.55668645443893,0.7323904683592617,1433.
801.9434872395608,249.28942035230307,0.7330773501600797,1434.
802.9288867514133,250.02284115398504,0.73376427658526,1435.
803.9150452292873,250.75694890966201,0.7344512499577361,1436.
804.901962768796,251.4917436695116,0.7351382876985543,1437.
805.8896394704644,252.2272254837111,0.7358253628173606,1438.
806.8780754271446,252.96339440243833,0.7365124964941672,1439.
807.8672707484561,253.70025047587046,0.7371996744760481,1440.
808.8572255224306,254.43779375418512,0.7378869072270156,1441.
809.8479398574193,255.1760242875597,0.7385741866101077,1442.
810.8394138595581,255.9149421261718,0.7392615161008024,1443.
811.8316476230556,256.65454732019896,0.7399488885156781,1444.
812.8246412400616,257.3948399198184,0.7406363216076951,1445.
813.8183948318622,258.1358199752077,0.741323801305585,1446.
814.8129084821744,258.87748753654455,0.7420113372337359,1447.
815.8081822906513,259.6198426540062,0.7426989129979459,1448.
816.804216365751,260.3628853777702,0.7433865508015567,1449.
817.801010796958,261.10661575801396,0.7440742312407204,1450.
818.798565700232,261.85103384491526,0.7447619653387664,1451.
819.7968811657938,262.5961396886513,0.745449747944773,1452.
820.7959573019259,263.3419333393995,0.7461375796180574,1453.
821.795794200853,264.0884148473376,0.7468254533446598,1454.
822.7963919550767,264.8355842626428,0.747513386208419,1455.
823.7977506829682,265.58344163549293,0.7482013683787974,1456.
824.7998704752338,266.331987016065,0.748889409186673,1457.
825.8027514393135,267.08122045453706,0.749577492872777,1458.
826.8063936625525,267.83114200108605,0.7502656191435993,1459.
827.8107972630919,268.5817517058898,0.7509538086340727,1460.
828.8159623201742,269.33304961912563,0.7516420388473457,1461.
829.8218889528101,270.08503579097123,0.7523303198221986,1462.
830.8285772446384,270.8377102716038,0.7530186580384508,1463.
831.8360273148032,271.591073111201,0.7537070386858039,1464.
832.8442392490161,272.3451243599402,0.7543954776847609,1465.
833.8532131545513,273.0998640679991,0.7550839572389827,1466.
834.8629491249745,273.8552922855549,0.7557724961851334,1467.
835.8734472695429,274.61140906278536,0.7564610765574118,1468.
836.8847076814709,275.36821444986754,0.7571497178616035,1469.
837.8967304729306,276.1257084969794,0.7578383978911768,1470.
838.9095157301464,276.8838912542983,0.7585271364454267,1471.
839.9230635575045,277.64276277200145,0.7592159206828893,1472.
840.9373740523419,278.4023231002667,0.7599047528997108,1473.
841.9524473303879,279.1625722892712,0.7605936402156472,1474.
842.9682834756965,279.92351038919276,0.7612825784470248,1475.
843.9848825852083,280.68513745020846,0.7619715595238985,1476.
845.00224477762,281.4474535224962,0.7626606033420916,1477.
846.0203701429527,282.2104586562331,0.7633496896279978,1478.
847.039258786693,282.974152901597,0.764038819440776,1479.
848.0589107899598,283.7385363087651,0.7647280104726221,1480.
849.0793262853798,284.503608927915,0.7654172442769088,1481.
850.1005053422548,285.26937080922414,0.7661065307523635,1482.
851.1224480773425,286.0358220028701,0.7667958716530642,1483.
852.145154595913,286.8029625590301,0.7674852597192021,1484.
853.1686249877423,287.57079252788196,0.7681746944087091,1485.
854.1928593527257,288.3393119596029,0.7688641813420203,1486.
855.2178577869407,289.1085209043706,0.7695537241607414,1487.
856.2436204136974,289.8784194123624,0.7702433065552526,1488.
857.2701473107303,290.6490075337558,0.7709329522713364,1489.
858.2974385816837,291.4202853187286,0.7716226352729789,1490.
859.325494339161,292.19225281745764,0.7723123782468039,1491.
860.3543146660428,292.96491008012094,0.7730021674646018,1492.
861.3838996826597,293.73825715689566,0.7736920040596234,1493.
862.4142494729462,294.5122940979596,0.7743818944049319,1494.
863.4453641408298,295.28702095349,0.7750718378796999,1495.
864.4772437853304,296.06243777366444,0.7757618281167996,1496.
865.509888520954,296.8385446086603,0.7764518650374715,1497.
866.5432984271802,297.6153415086552,0.777141956654153,1498.
867.5774736227926,298.39282852382644,0.7778320992464789,1499.
868.6124141943159,299.1710057043517,0.778522287136506,1500.
869.6481202431538,299.94987310040835,0.779212522858087,1501.
870.6845918825413,300.72943076217393,0.7799028167692923,1502.
871.7218292016346,301.50967873982586,0.7805931587173511,1503.
872.7598323011425,302.29061708354175,0.781283552788543,1504.
873.7986012902456,303.07224584349876,0.781973987696847,1505.
874.8381362560727,303.85456506987487,0.7826644811554788,1506.
875.878437314233,304.6375748128471,0.7833550224992454,1507.
876.9195045531899,305.4212751225932,0.78404561580849,1508.
877.9613380744006,306.2056660492907,0.7847362604967787,1509.
879.0039379772047,306.9907476431167,0.7854269526320181,1510.
880.0473043646317,307.776519954249,0.7861176953481391,1511.
881.0914373498497,308.5629830328651,0.7868084803909915,1512.
882.1363370148404,309.3501369291424,0.7874993283606537,1513.
883.1820034598919,310.1379816932582,0.7881902206449047,1514.
884.2284367981844,310.9265173753904,0.7888811579965941,1515.
885.2756371196522,311.71574402571605,0.7895721577172211,1516.
886.3236045286499,312.505661694413,0.7902632018456562,1517.
887.3723391283378,313.2962704316584,0.7909542899701832,1518.
888.4218410178167,314.0875702876301,0.7916454347948657,1519.
889.472110292138,314.8795613125052,0.7923366318276436,1520.
890.5231470593005,315.67224355646147,0.7930278743590149,1521.
891.5749514153714,316.4656170696761,0.7937191718290131,1522.
892.6275234556741,317.259681902327,0.7944105143942048,1523.
893.6808632834625,318.0544381045912,0.7951019097487739,1524.
894.7349710124347,318.84988572664656,0.7957933574492089,1525.
895.7898467259103,319.6460248186703,0.7964848438019141,1526.
896.8454905247623,320.4428554308399,0.7971763976105288,1527.
897.9019025227312,321.24037761333307,0.7978679878799582,1528.
898.9590828166902,322.0385914163271,0.7985596313749709,1529.
900.017031497575,322.83749688999956,0.7992513275121883,1530.
901.0757486635118,323.6370940845278,0.7999430803523155,1531.
902.1352344307406,324.43738305008947,0.8006348738040338,1532.
903.1954888897441,325.2383638368618,0.8013267186375506,1533.
904.2565121410499,326.0400364950227,0.8020186193215135,1534.
905.3183042901713,326.8424010747493,0.8027105664695632,1535.
906.3808654247388,327.64545762621924,0.8034025568561639,1536.
907.4441956569208,328.44920619960976,0.8040946015384672,1537.
908.5082950913836,329.25364684509873,0.8047867009845331,1538.
909.5731638097778,330.0587796128634,0.8054788474478741,1539.
910.6388019333848,330.8646045530812,0.8061710523916451,1540.
911.7052095473362,331.67112171592976,0.8068632913045897,1541.
912.7723867623326,332.4783311515864,0.8075555962332416,1542.
913.8403336757344,333.2862329102288,0.8082479386056389,1543.
914.9090503723572,334.09482704203435,0.8089403365596347,1544.
915.9785369794347,334.9041135971804,0.8096327907530596,1545.
917.0487935816084,335.7140926258447,0.8103252848551185,1546.
918.1198202809538,336.5247641782046,0.8110178389100013,1547.
919.1916171748379,337.33612830443747,0.8117104398124495,1548.
920.2641843735223,338.148185054721,0.812403086549501,1549.
921.337521970062,338.9609344792324,0.8130957855478371,1550.
922.4116300634237,339.7743766281494,0.8137885335409835,1551.
923.4865087557356,340.5885115516494,0.8144813354924662,1552.
924.5621581511881,341.4033392999098,0.8151741826470674,1553.
925.6385783515635,342.2188599231083,0.8158670779217796,1554.
926.7157694440464,343.03507347142215,0.816560031133347,1555.
927.7937315459593,343.85197999502896,0.8172530370609088,1556.
928.8724647476079,344.6695795441062,0.8179460848633788,1557.
929.9519691420278,345.48787216883125,0.8186391856506909,1558.
931.0322448478039,346.30685791938174,0.8193323385375691,1559.
932.1132919609604,347.126536845935,0.8200255377392062,1560.
933.1951105701755,347.9469089986686,0.8207187833832882,1561.
934.277700778773,348.7679744277601,0.8214120932583262,1562.
935.3610626968198,349.5897331833869,0.8221054407584808,1563.
936.4451964158656,350.41218531572645,0.8227988387087369,1564.
937.5301020421433,351.2353308749563,0.8234922992584731,1565.
938.6157796757739,352.0591699112539,0.824185792315682,1566.
939.7022294061611,352.88370247479656,0.8248793502129974,1567.
940.7894513464588,353.70892861576203,0.8255729480792732,1568.
941.8774455961193,354.5348483843277,0.8262666090882291,1569.
942.9662122456167,355.36146183067103,0.8269603072587853,1570.
944.0557514061722,356.18876900496946,0.8276540566499374,1571.
945.1460631725918,357.0167699574007,0.828347867065413,1572.
946.2371476477729,357.8454647381419,0.8290417124365216,1573.
947.3290049335524,358.67485339737084,0.8297356247784793,1574.
948.4216351231164,359.50493598526464,0.8304295746284355,1575.
949.5150383171068,360.33571255200116,0.8311235811766211,1576.
950.6092146228317,361.16718314775756,0.8318176328108071,1577.
951.7041641411671,361.9993478227117,0.832511738813232,1578.
952.7998869603724,362.8322066270407,0.8332058952390327,1579.
953.8963831985241,363.66575961092224,0.8339000962415937,1580.
954.9936529447851,364.50000682453367,0.8345943547023323,1581.
956.0916962971122,365.33494831805285,0.8352886507557129,1582.
957.1905133638018,366.1705841416566,0.835983013224157,1583.
958.2901042483608,367.006914345523,0.8366774124384018,1584.
959.3904690365422,367.8439389798293,0.837371873289559,1585.
960.4916078403706,368.68165809475283,0.8380663740931493,1586.
961.5935207527695,369.5200717404713,0.838760929203136,1587.
962.696207875475,370.35917996716216,0.8394555377448081,1588.
963.7996693144578,371.19898282500276,0.8401501956843579,1589.
964.9039051709337,372.0394803641708,0.8408449028648365,1590.
966.0089155329681,372.88067263484356,0.841539659197299,1591.
967.1147005140555,373.72255968719855,0.8422344603714115,1592.
968.2212602034544,374.5651415714133,0.8429293234168126,1593.
969.3285947170555,375.40841833766524,0.8436242338887037,1594.
970.4367041461767,376.25239003613206,0.8443191899943014,1595.
971.5455885835578,377.0970567169909,0.8450141969580708,1596.
972.6552481351173,377.9424184304197,0.8457092480961163,1597.
973.7656829119259,378.7884752265953,0.8464043603173819,1598.
974.8768929973337,379.63522715569593,0.8470995125840094,1599.
975.9888785010301,380.48267426789835,0.8477947226796536,1600.
977.1016395307497,381.33081661338053,0.8484899836002638,1601.
978.21517616532,382.17965424231977,0.8491852932864441,1602.
979.3294885247664,383.0291872048937,0.8498806548230883,1603.
980.4445767047769,383.87941555127964,0.8505760604611344,1604.
981.5604407964728,384.73033933165505,0.8512715162558379,1605.
982.6770809100062,385.5819585961975,0.8519670289029353,1606.
983.7944971455361,386.43427339508446,0.8526625862504651,1607.
984.912689600829,387.2872837784935,0.8533581997696994,1608.
986.0316583704808,388.14098979660184,0.8540538539925717,1609.
987.151403561543,388.9953914995872,0.8547495634814105,1610.
988.2719252856149,389.8504889376269,0.8554453238060074,1611.
989.3932236204148,390.7062821608987,0.8561411417450359,1612.
990.515298670161,391.56277121957976,0.8568369998723381,1613.
991.6381505541004,392.4199561638478,0.8575329070259841,1614.
992.7617793567812,393.27783704388,0.858228872694922,1615.
993.8861851821162,394.13641390985424,0.8589248834662835,1616.
995.0113681238871,394.99568681194773,0.8596209427737614,1617.
996.1373282962111,395.855655800338,0.8603170505087512,1618.
997.2640657930646,396.7163209252026,0.8610132122569069,1619.
998.391580711153,397.57768223671894,0.8617094264383515,1620.
999.5198731502134,398.4397397850645,0.8624056841068063,1621.
1000.6489432202526,399.30249362041695,0.8631019991200655,1622.
1001.7787910097654,400.1659437929535,0.8637983669620588,1623.
1002.9094166313938,401.03009035285163,0.8644947747119066,1624.
1004.0408201697694,401.8949333502891,0.8651912352796967,1625.
1005.1730017386427,402.7604728354431,0.8658877469064795,1626.
1006.3059614384524,403.6267088584914,0.8665843130133948,1627.
1007.4396993593901,404.49364146961113,0.867280925254361,1628.
1008.5742156084685,405.3612707189802,0.867977593616825,1629.
1009.7095102821172,406.2295966567756,0.8686742998633105,1630.
1010.8455834937267,407.0986193331753,0.8693710683956094,1631.
1011.9824353233764,407.9683387983564,0.8700678825561228,1632.
1013.1200658850759,408.83875510249663,0.870764745692922,1633.
1014.2584752792501,409.7098682957733,0.8714616572906123,1634.
1015.3976636017711,410.58167842836406,0.8721586252133365,1635.
1016.5376309507757,411.45418555044625,0.8728556418665796,1636.
1017.6783774278603,412.3273897121974,0.8735527022043962,1637.
1018.8199031377656,413.2012909637949,0.8742498203912207,1638.
1019.9622081820035,414.0758893554165,0.8749469879599682,1639.
1021.105292655479,414.9511849372393,0.8756441974211546,1640.
1022.2491566530457,415.82717775944116,0.876341460320248,1641.
1023.3938002935353,416.70386787219945,0.8770387774052414,1642.
1024.539223658764,417.58125532569136,0.8777361458198096,1643.
1025.6854268578402,418.45934017009483,0.8784335629695457,1644.
1026.832409988926,419.3381224555868,0.8791310326500528,1645.
1027.9801731610578,420.2176022323455,0.879828542782318,1646.
1029.1287164568819,421.09777955054756,0.8805261092978025,1647.
1030.2780399976532,421.9786544603711,0.8812237277120087,1648.
1031.428143864776,422.8602270119934,0.8819213990023422,1649.
1032.5790281651198,423.74249725559196,0.8826191145198712,1650.
1033.7306929989315,424.62546524134405,0.8833168737090868,1651.
1034.8831384785303,425.5091310194275,0.8840146954105405,1652.
1036.036364689666,426.3934946400195,0.8847125675232563,1653.
1037.1903717261798,427.2785561532978,0.8854104781397918,1654.
1038.3451597123608,428.16431560943954,0.8861084480154968,1655.
1039.5007287332953,429.05077305862267,0.8868064678373351,1656.
1040.6570788854679,429.937928551024,0.8875045345650544,1657.
1041.8142102752809,430.8257821368218,0.8882026509646302,1658.
1042.9721230069292,431.7143338661929,0.88890081806435,1659.
1044.1308171759147,432.6035837893153,0.8895990431146868,1660.
1045.2902928853828,433.49353195636604,0.8902973061665218,1661.
1046.450550234321,434.3841784175228,0.8909956331192606,1662.
1047.6115893159827,435.2755232229631,0.8916939945792928,1663.
1048.773410237391,436.1675664228643,0.8923924176054724,1664.
1049.9360131064047,437.0603080674041,0.8930908849051653,1665.
1051.0993980165608,437.95374820675966,0.8937894054446681,1666.
1052.2635650617838,438.84788689110883,0.8944879811759963,1667.
1053.4285143408792,439.74272417062866,0.8951866003784832,1668.
1054.5942459716423,440.6382600954971,0.8958852680443966,1669.
1055.760760046831,441.53449471589124,0.896583989687094,1670.
1056.9280566604,442.4314280819889,0.8972827592705556,1671.
1058.0961359099615,443.3290602439672,0.8979815850576666,1672.
1059.264997906679,444.22739125200394,0.8986804509615252,1673.
1060.4346427495325,445.12642115627636,0.8993793693456115,1674.
1061.6050705367866,446.0261500069622,0.9000783435166338,1675.
1062.7762813607535,446.92657785423864,0.9007773687792184,1676.
1063.9482753321945,447.8277047482834,0.9014764357327081,1677.
1065.1210525502388,448.72953073927386,0.9021755607154317,1678.
1066.2946131120777,449.63205587738753,0.9028747323747166,1679.
1067.4689571183915,450.53528021280204,0.9035739587695589,1680.
1068.6440846689309,451.43920379569454,0.9042732235550182,1681.
1069.8199958719717,452.34382667624277,0.9049725492767323,1682.
1070.9966908136664,453.2491489046239,0.9056719256257817,1683.
1072.1741696050335,454.15517053101587,0.9063713468849183,1684.
1073.3524323514164,455.061891605596,0.9070708188321246,1685.
1074.5314791352082,455.9693121785415,0.9077703433866718,1686.
1075.7113100738432,456.87743230003014,0.9084699130198349,1687.
1076.8919252477576,457.7862520202393,0.909169544346259,1688.
1078.0733247839792,458.69577138934653,0.9098692192378757,1689.
1079.2555087641695,459.6059904575293,0.9105689379710011,1690.
1080.4384772885196,460.516909274965,0.9112687137702398,1691.
1081.622230468367,461.4285278918312,0.9119685388529121,1692.
1082.806768394507,462.34084635830516,0.9126684127885624,1693.
1083.992091180354,463.2538647245648,0.9133683352488731,1694.
1085.178198900908,464.16758304078724,0.9140683161123087,1695.
1086.3650916889194,465.08200135715015,0.9147683407677996,1696.
1087.5527696143995,465.9971197238308,0.9154684133158274,1697.
1088.741232798061,466.9129381910069,0.9161685372260516,1698.
1089.930481332835,467.82945680885587,0.9168687141276788,1699.
1091.1205153193541,468.7466756275551,0.9175689408757234,1700.
1092.3113348638751,469.66459469728215,0.9182692172274601,1701.
1093.5029400557257,470.5832140682145,0.9189695397615879,1702.
1094.6953310013255,471.5025337905297,0.919669915010776,1703.
1095.8885078090207,472.42255391440506,0.9203703473364038,1704.
1097.0824705547893,473.3432744900181,0.9210708237015958,1705.
1098.2772193639178,474.26469556754637,0.9217713487960487,1706.
1099.472754337741,475.18681719716744,0.9224719297044233,1707.
1100.6690755491484,476.1096394290586,0.9231725557274852,1708.
1101.8661831298189,477.0331623133975,0.9238732298494138,1709.
1103.064077162284,477.9573859003614,0.9245739579013154,1710.
1104.2627577456478,478.88231024012816,0.9252747412381626,1711.
1105.4622249921622,479.8079353828748,0.9259755688360468,1712.
1106.6624789950308,480.73426137877914,0.926676442292667,1713.
1107.8635198475326,481.66128827801845,0.9273773740054152,1714.
1109.0653476668062,482.58901613077046,0.9280783490393208,1715.
1110.2679625381395,483.51744498721234,0.9287793754303965,1716.
1111.4713645730485,484.4465748975218,0.9294804612805476,1717.
1112.6755538618888,485.3764059118763,0.9301815899360896,1718.
1113.8805305151966,486.30693808045316,0.9308827624142675,1719.
1115.0862946207935,487.23817145343025,0.9315839927606306,1720.
1116.2928462978914,488.1701060809845,0.932285279008245,1721.
1117.5001856221359,489.1027420132939,0.9329866093715539,1722.
1118.7083127139892,490.03607930053556,0.9336879905286503,1723.
1119.9172276671998,490.97011799288714,0.9343894117178854,1724.
1121.126930579382,491.90485814052613,0.9350908980196543,1725.
1122.3374215513597,492.8402997936299,0.9357924262749163,1726.
1123.5487006939632,493.776443002376,0.9364940064990361,1727.
1124.7607680930855,494.71328781694194,0.9371956374969613,1728.
1125.9736238483927,495.6508342875052,0.9378973211821504,1729.
1127.1872680757797,496.58908246424323,0.9385990530132363,1730.
1128.4017008647302,497.5280323973335,0.939300833886432,1731.
1129.616922313673,498.4676841369536,0.9400026652148212,1732.
1130.832932533234,499.40803773328093,0.9407045498615508,1733.
1132.049731606552,500.3490932364929,0.9414064810252616,1734.
1133.2673196541466,501.29085069676705,0.9421084648910073,1735.
1134.4856967657615,502.23331016428097,0.9428104954190768,1736.
1135.7048630446577,503.176471689212,0.9435125737141299,1737.
1136.9248185801098,504.12033532173746,0.9442147068954955,1738.
1138.1455634849033,505.0649011120354,0.9449168860524687,1739.
1139.3670978627747,506.0101691102826,0.9456191194994309,1740.
1140.5894218071987,506.9561393666572,0.9463214064122188,1741.
1141.8125354163722,507.90281193133615,0.9470237396465809,1742.
1143.0364387946408,508.8501868544972,0.947726127482141,1743.
1144.261132032127,509.79826418631774,0.9484285613615635,1744.
1145.4866152429065,510.7470439769753,0.9491310467013256,1745.
1146.7128885243167,511.6965262766473,0.9498335717454509,1746.
1147.9399519802703,512.6467111355114,0.9505361557253631,1747.
1149.1678056987143,513.5975986037449,0.951238792924796,1748.
1150.3964497906566,514.5491887315254,0.9519414814705145,1749.
1151.6258843451244,515.5014815690303,0.9526442185269233,1750.
1152.856109480694,516.4544771664371,0.9533470011314918,1751.
1154.0871252830118,517.4081755739231,0.9540498381342436,1752.
1155.318931847535,518.3625768416663,0.9547527173968113,1753.
1156.5515292920672,519.3176810198436,0.95545565491347,1754.
1157.7849177080748,520.2734881586329,0.9561586402662284,1755.
1159.019097203595,521.2299983082113,0.9568616780066976,1756.
1160.254067856372,522.1872115187566,0.9575647623004089,1757.
1161.4898297974617,523.1451278404461,0.9582678994549496,1758.
1162.72638310105,524.1037473234575,0.9589710844044274,1759.
1163.963727880602,525.063070017968,0.9596743191726961,1760.
1165.201864239648,526.0230959741554,0.9603776105670977,1761.
1166.440792262983,526.9838252421969,0.9610809434470824,1762.
1167.6805120659158,527.94525787227,0.9617843375825219,1763.
1168.9210237479492,528.9073939145525,0.9624877689828433,1764.
1170.1623273992907,529.8702334192212,0.9631912595562856,1765.
1171.4044231319926,530.8337764364545,0.9638947993180005,1766.
1172.6473110451536,531.7980230164292,0.9645983805942185,1767.
1173.8909912231427,532.762973209323,0.9653020188484805,1768.
1175.1354637876677,533.7286270653135,0.9660057122414856,1769.
1176.3807288223986,534.6949846345778,0.9667094499291866,1770.
1177.6267864352117,535.6620459672939,0.967413235138176,1771.
1178.8736367266677,536.629811113639,0.9681170750005522,1772.
1180.1212798014656,537.5982801237903,0.9688209659355659,1773.
1181.3697157457277,538.567453047926,0.9695249002158652,1774.
1182.6189446791986,539.537329936223,0.9702288944908292,1775.
1183.8689666888533,540.507910838859,0.9709329350236786,1776.
1185.1197818745836,541.4791958060114,0.9716370165555541,1777.
1186.3713903416656,542.4511848878576,0.9723411653345241,1778.
1187.62379219125,543.4238781345754,0.9730453537754991,1779.
1188.8769875145977,544.3972755963418,0.9737495926630066,1780.
1190.1309764315065,545.3713773233347,0.9744538862512581,1781.
1191.3857590199211,546.3461833657315,0.9751582261688277,1782.
1192.6413353921191,547.3216937737097,0.9758626134433349,1783.
1193.8977056458407,548.2979085974465,0.9765670525712559,1784.
1195.1548698890176,549.2748278871196,0.9772715481609582,1785.
1196.4128282136237,550.2524516929066,0.9779760824362711,1786.
1197.6715807181995,551.2307800649849,0.9786806733561823,1787.
1198.9311274981014,552.2098130535318,0.9793853168813009,1788.
1200.1914686723305,553.1895507087248,0.9800900062294732,1789.
1201.4526043313242,554.1699930807417,0.9807947511132408,1790.
1202.714534573286,555.1511402197598,0.9814995423355388,1791.
1203.9772594977496,556.1329921759565,0.9822043888243814,1792.
1205.2407792134738,557.1155489995093,0.982909277128493,1793.
1206.5050938024024,558.0988107405959,0.9836142245473123,1794.
1207.7702033913727,559.0827774493932,0.9843192166019453,1795.
1209.036108064943,560.0674491760794,0.9850242560953543,1796.
1210.3028079223732,561.0528259708316,0.9857293539402772,1797.
1211.5703030566033,562.0389078838276,0.9864344907158472,1798.
1212.838593588708,563.0256949652442,0.9871396893758154,1799.
1214.107679616625,564.0131872652596,0.9878449345387053,1800.
1215.3775612227832,565.0013848340508,0.9885502259404212,1801.
1216.6482385150384,565.9902877217957,0.9892555684869454,1802.
1217.9197115979696,566.9798959786715,0.9899609611112472,1803.
1219.1919805802552,567.9702096548556,0.9906664097912946,1804.
1220.4650455380704,568.9612288005256,0.991371906911333,1805.
1221.7389065985037,569.9529534658594,0.9920774511498909,1806.
1223.0135638412482,570.9453837010337,0.9927830393701081,1807.
1224.2890173791905,571.9385195562265,0.9934886874475507,1808.
1225.565267303117,572.9323610816151,0.9941943813326206,1809.
1226.8423137233299,573.9269083273772,0.9949001263217508,1810.
1228.1201567298963,574.9221613436899,0.995605925411592,1811.
1229.3987964255343,575.9181201807312,0.9963117692800539,1812.
1230.6782329282385,576.914784888678,0.9970176611878824,1813.
1231.9584663132264,577.9121555177084,0.9977236069070056,1814.
1233.2394966942666,578.9102321179993,0.9984296107651992,1815.
1234.5213241682554,579.9090147397283,0.9991356525564244,1816.
1235.8039488331399,580.9085034330731,0.9998417542242106,1817.
1237.0873707990827,581.9086982482112,1.0005478968839912,1818.
1238.3715901546927,582.9095992353199,1.0012540956161549,1819.
1239.6566070076026,583.9112064445767,1.00196034566057,1820.
1240.9424214459887,584.9135199261593,1.0026666361472227,1821.
1242.229033597536,585.9165397302448,1.0033729870195485,1822.
1243.5164435307086,586.9202659070112,1.0040793844108828,1823.
1244.804651370829,587.9246985066352,1.004785837586751,1824.
1246.0936571987222,588.9298375792953,1.0054923294197438,1825.
1247.383461124847,589.935683175168,1.0061988834034576,1826.
1248.6740632566148,590.9422353444314,1.0069054780827071,1827.
1249.965463677943,591.949494137263,1.007612127157128,1828.
1251.2576624986527,592.9574596038399,1.0083188272280057,1829.
1252.5506598228512,593.9661317943401,1.0090255708795424,1830.
1253.8444557421076,594.9755107589402,1.0097323696326348,1831.
1255.1390503632504,595.9855965478185,1.0104392208316166,1832.
1256.4344437800278,596.9963892111523,1.0111461268673982,1833.
1257.7306361019373,598.007888799119,1.0118530751408783,1834.
1259.0276274146186,599.0200953618961,1.0125600719096315,1835.
1260.325417842603,600.0330089496609,1.0132671253090313,1836.
1261.6240074610587,601.046629612591,1.013974218724062,1837.
1262.923396384413,602.0609574008643,1.0146813767964997,1838.
1264.2235847107775,603.0759923646575,1.0153885743665145,1839.
1265.5245725310183,604.0917345541487,1.0160958223762468,1840.
1266.8263599637805,605.1081840195152,1.016803129064582,1841.
1268.128947096177,606.1253408109344,1.0175104727894573,1842.
1269.432334025639,607.1432049785839,1.0182178802688615,1843.
1270.7365208628069,608.1617765726411,1.0189253325163983,1844.
1272.041507701718,609.1810556432833,1.0196328338591463,1845.
1273.34729465387,610.2010422406886,1.0203403779098108,1846.
1274.6538817980152,611.2217364150337,1.0210479827378942,1847.
1275.9612692614758,612.2431382164967,1.0217556338207303,1848.
1277.2694571181894,613.2652476952547,1.0224633358428359,1849.
1278.5784454814082,614.2880649014853,1.0231710896397697,1850.
1279.8882344573117,615.311589885366,1.0238788950558773,1851.
1281.1988241386407,616.3358226970741,1.0245867519845777,1852.
1282.5102146232855,617.3607633867877,1.0252946520313313,1853.
1283.8224060172276,618.3864120046835,1.0260026067316192,1854.
1285.1353984112818,619.4127686009394,1.0267106109729132,1855.
1286.449191921145,620.439833225733,1.0274186652770911,1856.
1287.7637866339492,621.4676059292411,1.028126760204546,1857.
1289.0791826642476,622.4960867616421,1.0288349226644498,1858.
1290.3953800907757,623.525275773113,1.0295431251476939,1859.
1291.7123790411185,624.5551730138312,1.0302513790861159,1860.
1293.0301795904306,625.5857785339743,1.0309596822860907,1861.
1294.348781853399,626.6170923837199,1.0316680353438972,1862.
1295.6681859193527,627.6491146132455,1.0323764362215646,1863.
1296.9883919005954,628.6818452727281,1.0330848956219532,1864.
1298.3093998989182,629.7152844123458,1.033793399901631,1865.
1299.631210000998,630.7494320822759,1.0345019582279775,1866.
1300.9538223181685,631.7842883326957,1.0352105620700895,1867.
1302.2772369517634,632.8198532137828,1.0359192200734681,1868.
1303.60145398634,633.8561267757146,1.0366279231468172,1869.
1304.926473539033,634.8931090686687,1.037336683026466,1870.
1306.2522957060191,635.9308001428226,1.038045488130227,1871.
1307.5789205872018,636.9692000483537,1.038754338762591,1872.
1308.9063482839606,638.0083088354394,1.0394632455349968,1873.
1310.234578891866,639.0481265542572,1.040172208155656,1874.
1311.5636125133235,640.0886532549848,1.040881209273978,1875.
1312.8934492519552,641.1298889877996,1.0415902678953144,1876.
1314.2240892087286,642.171833802879,1.0422993803125056,1877.
1315.5555324709462,643.2144877504003,1.0430085363635246,1878.
1316.8877791585953,644.2578508805416,1.043717740872115,1879.
1318.2208293580004,645.3019232434797,1.0444270050307491,1880.
1319.5546831749461,646.3467048893923,1.045136312754465,1881.
1320.8893407089786,647.392195868457,1.0458456634994078,1882.
1322.2248020600584,648.4383962308514,1.046555072762802,1883.
1323.561067328184,649.4853060267526,1.0472645296963012,1884.
1324.898136622292,650.5329253063381,1.0479740391856924,1885.
1326.236010027165,651.581254119786,1.0486836006744176,1886.
1327.5746876496892,652.630292517273,1.0493932063988538,1887.
1328.9141695913797,653.6800405489771,1.0501028667970913,1888.
1330.2544559585099,654.7304982650755,1.0508125778126667,1889.
1331.5955468356487,655.7816657157458,1.0515223400456977,1890.
1332.937442339436,656.8335429511657,1.0522321446159775,1891.
1334.2801425684709,657.8861300215121,1.0529420109311505,1892.
1335.623647613965,658.939426976963,1.053651916195973,1893.
1336.967957575325,659.9934338676957,1.0543618803619437,1894.
1338.313072564157,661.048150743888,1.055071895136594,1895.
1339.658992670225,662.1035776557164,1.0557819513197695,1896.
1341.0057180065533,663.1597146533597,1.056492065733215,1897.
1342.3532486584768,664.2165617869947,1.0572022197333333,1898.
1343.7015847324906,665.2741191067986,1.0579124379054927,1899.
1345.0507263327693,666.3323866629494,1.0586226911680057,1900.
1346.4006735598882,667.3913645056243,1.0593330081627037,1901.
1347.751426513808,668.451052685001,1.0600433692077815,1902.
1349.1029852788197,669.5114512512567,1.0607537818252772,1903.
1350.4553499766405,670.5725602545692,1.0614642469257418,1904.
1351.8085207007034,671.6343797451157,1.0621747548264566,1905.
1353.1624975536754,672.6969097730739,1.0628853164864744,1906.
1354.5172806277365,673.7601503886211,1.063595930515544,1907.
1355.872870026147,674.8241016419348,1.064306597072874,1908.
