epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
1503.199370022037,879.0094032356641,1.1338452057707935,2101.
1503.7855824507408,879.576395583165,1.134124193581662,2101.5
1504.3719390987903,880.1435274225852,1.1344031722754178,2102.
1504.9584399638843,880.7107987550497,1.1346821659730895,2102.5
1505.545085058994,881.278209581683,1.134961155033537,2103.
1506.1318743774332,881.8457599036095,1.135240141099096,2103.5
1506.7188079144134,882.4134497219537,1.1355191370146853,2104.
1507.3058856848293,882.9812790378393,1.1357981316377321,2104.5
1507.8931076725494,883.5492478523896,1.1360771368866247,2105.
1508.4804739007548,884.117356166728,1.1363561306263446,2105.5
1509.0679843552186,884.6856039819783,1.1366351326489248,2106.
1509.6556390327469,885.2539912992626,1.136914146645594,2106.5
1510.2434379494111,885.8225181197034,1.1371931533377673,2107.
1510.8313811006283,886.3911844444239,1.1374721567265054,2107.5
1511.4194684844142,886.9599902745455,1.1377511741769089,2108.
1512.0077000996512,887.5289356111899,1.1380301855684944,2108.5
1512.5960759625448,888.0980204554791,1.1383091979069853,2109.
1513.1845960498279,888.6672448085341,1.1385882194290478,2109.5
1513.7732603836532,889.2366086714763,1.1388672442949694,2110.
1514.3620689570216,889.806112045426,1.139146261883473,2110.5
1514.951021779379,890.375754931504,1.1394252944359438,2111.
1515.5401188317053,890.9455373308307,1.139704313465607,2111.5
1516.1293601288348,891.5154592445259,1.139983351421301,2112.
1516.7187456761005,892.0855206737093,1.1402623761245063,2112.5
1517.308275473426,892.6557216195007,1.1405414093021322,2113.
1517.8979495118876,893.2260620830192,1.1408204547740854,2113.5
1518.4877677945528,893.7965420653837,1.1410994869016593,2114.
1519.0777303347734,894.367161567713,1.1413785296247303,2114.5
1519.667837120571,894.9379205911256,1.1416575702983551,2115.
1520.258088159725,895.5088191367398,1.1419366146252323,2115.5
1520.848483449261,896.0798572056736,1.1422156657996163,2116.
1521.439022995116,896.6510347990446,1.1424947201449693,2116.5
1522.0297067960278,897.2223519179703,1.1427737686136499,2117.
1522.620534848112,897.793808563568,1.143052826015382,2117.5
1523.2115071664286,898.3654047369545,1.1433318808531743,2118.
1523.802623742917,898.9371404392463,1.1436109401147567,2118.5
1524.3938845738714,899.5090156715602,1.1438900005757184,2119.
1524.9852896713119,900.0810304350126,1.1441690654033723,2119.5
1525.5768390196215,900.6531847307186,1.1444481270115014,2120.
1526.1685326486227,901.2254785597946,1.1447271946270308,2120.5
1526.7603705258348,901.7979119233561,1.1450062633081775,2121.
1527.3523526744573,902.3704848225178,1.1452853365786588,2121.5
1527.944479096137,902.9431972583949,1.145564416301925,2122.
1528.536749779292,903.5160492321019,1.1458434896777212,2122.5
1529.1291647379876,904.0890407447533,1.1461225676166313,2123.
1529.7217239556799,904.6621717974632,1.1464016525081655,2123.5
1530.314427452527,905.2354423913456,1.1466807367593903,2124.
1530.9072752212016,905.808852527514,1.1469598157715768,2124.5
1531.5002672667208,906.382402207082,1.147238905175694,2125.
1532.0934035808916,906.9560914311627,1.147517997205192,2125.5
1532.6866841755,907.5299202008688,1.1477970950767473,2126.
1533.2801090436828,908.1038885173133,1.1480761817963776,2126.5
1533.873678190861,908.6779963816081,1.1483552855220345,2127.
1534.4673916181248,909.2522437948656,1.1486343857355112,2127.5
1535.061249320399,909.8266307581979,1.1489134787308015,2128.
1535.6552513115084,910.4011572727162,1.1491925867894466,2128.5
1536.249397583464,910.975823339532,1.149471695294349,2129.
1536.843688137786,911.5506289597564,1.149750804137033,2129.5
1537.4381229874787,912.1255741345007,1.150029906292829,2130.
1538.0327021125397,912.700658864875,1.150309026251484,2130.5
1538.6274255321068,913.2758831519899,1.1505881413568526,2131.
1539.2222932355226,913.8512469969556,1.1508672538647267,2131.5
1539.8173052212878,914.4267504008816,1.1511463679017793,2132.
1540.4124615067574,915.0023933648775,1.1514254927172785,2132.5
1541.0077620861612,915.5781758900536,1.1517046142794414,2133.
1541.6032069569142,916.1540979775176,1.1519837423552381,2133.5
1542.1987961194695,916.7301596283795,1.1522628666183872,2134.
1542.7945295785662,917.3063608437475,1.1525420045538135,2134.5
1543.3904073337949,917.8827016247297,1.1528211304518283,2135.
1543.986429389523,918.4591819724345,1.1531002719053298,2135.5
1544.5825957434847,919.0358018879696,1.153379400228794,2136.
1545.178906401198,919.6125613724429,1.1536585485248696,2136.5
1545.7753613524058,920.1894604269613,1.153937680763674,2137.
1546.3719606144311,920.7664990526324,1.154216827791562,2137.5
1546.968704169664,921.3436772505626,1.1544959694514754,2138.
1547.5655920392182,921.9209950218591,1.1547751173399974,2138.5
1548.1626242124007,922.4984523676275,1.1550542753313517,2139.
1548.7598006840567,923.0760492889743,1.155333425254649,2139.5
1549.357121474185,923.6537857870054,1.1556125813098925,2140.
1549.9545865640384,924.2316618628262,1.155891737840766,2140.5
1550.5521959751704,924.8096775175424,1.156170894756462,2141.
1551.1499496956112,925.3878327522588,1.1564500588072644,2141.5
1551.7478477203251,925.9661275680802,1.1567292185873872,2142.
1552.3458900629691,926.5445619661115,1.1570083877439667,2142.5
1552.944076719909,927.1231359474567,1.157287550900599,2143.
1553.5424076986224,927.7018495132203,1.157566720857565,2143.5
1554.1408829942295,928.2807026645058,1.1578458923950201,2144.
1554.7395026042373,928.8596954024171,1.1581250667161611,2144.5
1555.3382665256033,929.4388277280576,1.1584042447264213,2145.
1555.9371747821315,930.0180996425298,1.158683425799387,2145.5
1556.5362273519227,930.5975111469373,1.1589626066399885,2146.
1557.135424248673,931.1770622423827,1.1592417922776321,2146.5
1557.7347654700693,931.7567529299678,1.159520969507555,2147.
1558.3342510129212,932.3365832107951,1.159800156608382,2147.5
1558.9338808810926,932.9165530859663,1.1600793517806378,2148.
1559.533655078878,933.4966625565831,1.1603585396553135,2148.5
1560.1335736049168,934.0769116237472,1.1606377338088407,2149.
1560.7336364671664,934.6573002885592,1.1609169360714313,2149.5
1561.3338436502872,935.23782855212,1.1611961352388644,2150.
1561.9341951758697,935.8184964155308,1.1614753319376583,2150.5
1562.5346910227572,936.3993038798918,1.1617545340576634,2151.
1563.1353312098768,936.9802509463026,1.1620337428513132,2151.5
1563.7361157391094,937.5613376158636,1.1623129495030324,2152.
1564.3370445968271,938.1425638896743,1.1625921602353535,2152.5
1564.9381177883627,938.723929768834,1.1628713694369663,2153.
1565.539335324417,939.3054352544424,1.1631505850512844,2153.5
1566.1406972075968,939.8870803475976,1.1634298032659762,2154.
1566.7422034254487,940.4688650493987,1.1637090173929698,2154.5
1567.343853983078,941.0507893609441,1.163988240043008,2155.
1567.9456488812111,941.6328532833317,1.1642674626973113,2155.5
1568.5475881314312,942.21505681766,1.164546689170349,2156.
1569.1496717240111,942.7973999650261,1.1648259103163296,2156.5
1569.751899662828,943.3798827265276,1.1651051420593779,2157.
1570.3542719503653,943.9625051032621,1.1653843740007752,2157.5
1570.9567885897543,944.5452670963256,1.1656636108797274,2158.
1571.5594495782443,945.1281687068157,1.165942846074491,2158.5
1572.16225491477,945.7112099358284,1.1662220799350889,2159.
1572.765204607015,946.29439078446,1.1665013178958712,2159.5
1573.3682986524425,946.8777112538065,1.1667805641186992,2160.
1573.9715370523259,947.4611713449636,1.1670598107255032,2160.5
1574.5749198001579,948.0447710590269,1.1673390592669093,2161.
1575.17844691762,948.6285103970912,1.167618310383135,2161.5
1575.7821183877568,949.2123893602519,1.1678975618098457,2162.
1576.3859342131107,949.7964079496033,1.1681768133325585,2162.5
1576.989894403984,950.3805661662403,1.1684560667623238,2163.
1577.5939989615697,950.9648640112572,1.1687353222828867,2163.5
1578.198247874171,951.5493014857476,1.169014586965598,2164.
1578.802641146867,952.1338785908055,1.1692938476154582,2164.5
1579.4071787901585,952.7185953275244,1.169573110953305,2165.
1580.0118608025728,953.3034516969973,1.1698523783492971,2165.5
1580.6166871782814,953.8884477003177,1.1701316423619224,2166.
1581.2216579256703,954.4735833385784,1.1704109122389195,2166.5
1581.8267730365499,955.0588586128712,1.1706901889876595,2167.
1582.432032518757,955.6442735242889,1.1709694612151753,2167.5
1583.0374363821888,956.2298280739236,1.1712487421926836,2168.
1583.6429846132708,956.8155222628669,1.1715280207412102,2168.5
1584.2486772127297,957.4013560922107,1.1718073083204346,2169.
1584.8545141869279,957.9873295630458,1.1720865935671485,2169.5
1585.4604955494196,958.5734426764637,1.172365870869191,2170.
1586.0666212726196,959.1596954335552,1.1726451620578675,2170.5
1586.6728913907102,959.7460878354105,1.1729244547996907,2171.
1587.2793058787095,960.3326198831204,1.1732037495553198,2171.5
1587.8858647477578,960.919291577775,1.1734830414322932,2172.
1588.492567995615,961.5061029204638,1.1737623416430432,2172.5
1589.0994156327417,962.0930539122766,1.1740416342872504,2173.
1589.7064076601894,962.6801445543027,1.1743209419698288,2173.5
1590.3135440596507,963.2673748476317,1.1746002455187554,2174.
1590.9208248568787,963.8547447933516,1.1748795487174315,2174.5
1591.5282500339679,964.442254392552,1.1751588609336692,2175.
1592.1358196014364,965.0299036463206,1.1754381673135927,2175.5
1592.7435335589535,965.617692555746,1.1757174828366892,2176.
1593.351391905748,966.2056211219159,1.1759967908172924,2176.5
1593.9593946484345,966.7936893459181,1.176276108567891,2177.
1594.5675417723514,967.3818972288401,1.1765554289416758,2177.5
1595.1758333040996,967.9702447717685,1.1768347541431123,2178.
1595.7842692223824,968.5587319757914,1.1771140758124738,2178.5
1596.3928495444666,969.1473588419946,1.177393402054062,2179.
1597.0015742591304,969.7361253714647,1.1776727319027511,2179.5
1597.6104433830735,970.3250315652884,1.1779520626343836,2180.
1598.2194568904465,970.9140774245512,1.1782313894999477,2180.5
1598.8286148069792,971.503262950339,1.1785107204069905,2181.
1599.4379171274284,972.0925881437373,1.1787900554598936,2181.5
1600.0473638489805,972.6820530058318,1.1790693975862339,2182.
1600.656954978287,973.271657537707,1.179348743575577,2182.5
1601.2666905070432,973.8614017404478,1.179628079042527,2183.
1601.8765704476868,974.4512856151388,1.1799074279229775,2183.5
1602.4865947964365,975.0413091628644,1.180186773626586,2184.
1603.0967635481486,975.6314723847087,1.1804661284484903,2184.5
1603.7070767128987,976.2217752817552,1.1807454776935649,2185.
1604.3175342878874,976.8122178550879,1.181024824621591,2185.5
1604.9281362776128,977.4028001057901,1.1813041872611207,2186.
1605.5388826762485,977.9935220349445,1.1815835436204656,2186.5
1606.1497734936838,978.5843836436344,1.1818629038201498,2187.
1606.760808720458,979.1753849329426,1.1821422657636236,2187.5
1607.371988370395,979.766525903951,1.1824216266433534,2188.
1607.9833124385043,980.357806557742,1.1827009975727445,2188.5
1608.5947809280356,980.9492268953976,1.182980360129178,2189.
1609.2063938326803,981.5407869179993,1.1832597314896867,2189.5
1609.8181511505918,982.1324866266287,1.1835391098215153,2190.
1610.430052901725,982.7243260223669,1.1838184800060791,2190.5
1611.0420990752777,983.3163051062949,1.1840978649052702,2191.
1611.6542896651233,983.9084238794936,1.1843772461402429,2191.5
1612.2666246870817,984.5006823430432,1.1846566185438587,2192.
1612.8791041419722,985.093080498024,1.1849360057284826,2192.5
1613.491728016844,985.6856183455162,1.1852153924059736,2193.
1614.104496323097,986.2782958865995,1.185494784284769,2193.5
1614.7174090550734,986.8711131223532,1.1857741688837824,2194.
1615.3304662202834,987.4640700538572,1.1860535607975695,2194.5
1615.9436678209374,988.0571666821899,1.1863329559671858,2195.
1616.5570138519713,988.6504030084303,1.1866123518096767,2195.5
1617.1705043185593,989.2437790336572,1.1868917560983754,2196.
1617.7841392268012,989.8372947589488,1.1871711513684364,2196.5
1618.3979185637916,990.4309501853835,1.187450562530825,2197.
1619.0118423428703,991.0247453140386,1.1877299604990637,2197.5
1619.6259105564304,991.6186801459922,1.1880093753507808,2198.
1620.2401232081097,992.2127546823214,1.1882887843866587,2198.5
1620.8544803043671,992.8069689241037,1.1885681929719911,2199.
1621.4689818485567,993.401322872416,1.188847612698548,2199.5
1622.0836278339111,993.9958165283348,1.1891270214122331,2200.
1622.698418257388,994.5904498929364,1.189406446109786,2200.5
1623.3133531311275,995.1852229672974,1.1896858686955816,2201.
1623.9284324582645,995.7801357524935,1.1899652887488392,2201.5
1624.543656226879,996.3751882496005,1.1902447104001252,2202.
1625.1590244351225,996.9703804596942,1.1905241406930316,2202.5
1625.7745371050937,997.5657123838497,1.1908035688466856,2203.
1626.390194222717,998.1611840231418,1.1910830009906814,2203.5
1627.005995798813,998.7567953786455,1.1913624362660462,2204.
1627.621941816782,999.3525464514354,1.1916418735012182,2204.5
1628.2380323020977,999.9484372425858,1.191921306471458,2205.
1628.8542672359204,1000.5444677531708,1.1922007424129608,2205.5
1629.4706466216035,1001.1406379842641,1.1924801872546114,2206.
1630.0871704744607,1001.7369479369396,1.1927596312353919,2206.5
1630.70383878682,1002.3333976122707,1.1930390783793414,2207.
1631.3206515519703,1002.9299870113304,1.19331852934575,2207.5
1631.9376087852727,1003.5267161351916,1.1935979740276188,2208.
1632.5547104729753,1004.1235849849269,1.1938774360401754,2208.5
1633.1719566294516,1004.7205935616092,1.1941568860568212,2209.
1633.7893472461365,1005.3177418663103,1.1944363415627184,2209.5
1634.4068823376924,1005.915029900102,1.19471580408977,2210.
1635.0245618832676,1006.5124576640566,1.1949952622942313,2210.5
1635.6423859131585,1007.1100251592453,1.1952747239322732,2211.
1636.2603543964635,1007.7077323867396,1.1955541904234852,2211.5
1636.8784673612358,1008.3055793476104,1.1958336635946831,2212.
1637.496724792369,1008.9035660429282,1.1961131346260043,2212.5
1638.1151266866982,1009.5016924737641,1.196392601319758,2213.
1638.7336730669372,1010.0999586411882,1.19667207419632,2213.5
1639.3523639156688,1010.6983645462709,1.1969515511645297,2214.
1639.971199240467,1011.2969101900816,1.1972310291290666,2214.5
1640.5901790506496,1011.89559557369,1.1975105153249,2215.
1641.2093033334634,1012.4944206981658,1.197789999171078,2215.5
1641.8285720946715,1013.0933855645782,1.198069476370199,2216.
1642.4479853334815,1013.6924901739957,1.1983489676845875,2216.5
1643.0675430564659,1014.2917345274876,1.1986284610602034,2217.
1643.6872452548416,1014.8911186261217,1.198907945839314,2217.5
1644.3070919382342,1015.4906424709671,1.1991874381405943,2218.
1644.9270831140743,1016.0903060630911,1.1994669361257089,2218.5
1645.5472187662592,1016.6901094035619,1.1997464381105565,2219.
1646.167498910611,1017.2900524934468,1.200025931735957,2219.5
1646.7879235495504,1017.8901353338132,1.200305437408505,2220.
1647.4084926624307,1018.4903579257283,1.2005849458638733,2220.5
1648.0292062734607,1019.0907202702587,1.2008644502732209,2221.
1648.6500643758518,1019.6912223684711,1.201143951952707,2221.5
1649.2710669691558,1020.2918642214323,1.2014234683704264,2222.
1649.892214058479,1020.8926458302077,1.201702980079747,2222.5
1650.5135056379083,1021.4935671958639,1.2019824966023407,2223.
1651.1349417224337,1022.0946283194661,1.2022620091488394,2223.5
1651.7565222876224,1022.6958292020803,1.202541531121777,2224.
1652.3782473621375,1023.297169844771,1.2028210555696563,2224.5
1653.0001169287527,1023.898650248604,1.2031005775786474,2225.
1653.6221310014125,1024.5002704146436,1.2033801025559683,2225.5
1654.2442895715712,1025.1020303439545,1.2036596251807308,2226.
1654.8665926449237,1025.7039300376005,1.2039391601240157,2226.5
1655.4890402198184,1026.3059694966469,1.2042186888933122,2227.
1656.1116322998416,1026.908148722156,1.2044982248430784,2227.5
1656.73436888489,1027.5104677151926,1.2047777620122446,2228.
1657.357249984547,1028.1129264768192,1.205057293201439,2228.5
1657.9802755857247,1028.7155250080996,1.2053368329274565,2229.
1658.6034456941156,1029.3182633100969,1.20561638277983,2229.5
1659.2267603121672,1029.921141383873,1.205895923872359,2230.
1659.850219438009,1030.5241592304906,1.2061754747456097,2230.5
1660.473823082416,1031.127316851012,1.2064550214267507,2231.
1661.0975712406746,1031.7306142465,1.2067345670486682,2231.5
1661.7214639032036,1032.334051418015,1.2070141229589564,2232.
1662.345501090695,1032.9376283666197,1.2072936776189598,2232.5
1662.96968278632,1033.5413450933747,1.207573240868322,2233.
1663.5940090082827,1034.1452015993414,1.2078527978134674,2233.5
1664.218479740956,1034.7491978855805,1.2081323542546492,2234.
1664.8430950040613,1035.3533339531527,1.2084119224972025,2234.5
1665.4678547761575,1035.957609803118,1.2086914838241252,2235.
1666.0927590723722,1036.5620254365376,1.2089710589507598,2235.5
1666.717807899914,1037.1665808544703,1.2092506280458435,2236.
1667.3430012468793,1037.7712760579766,1.2095302032836925,2236.5
1667.9683391108006,1038.3761110481155,1.2098097688054166,2237.
1668.5938215155848,1038.9810858259461,1.210089353651986,2237.5
1669.2194484394422,1039.586200392528,1.2103689306164565,2238.
1669.8452198866853,1040.19145474892,1.2106485102779958,2238.5
1670.4711358734507,1040.7968488961797,1.2109280955895556,2239.
1671.0971963869426,1041.4023828353666,1.2112076720234217,2239.5
1671.7234014300207,1042.0080565675385,1.2114872667318337,2240.
1672.3497510112643,1042.6138700937527,1.2117668528812837,2240.5
1672.9762451260701,1043.2198234150674,1.2120464463405556,2241.
1673.6028837689864,1043.8259165325394,1.212326039560341,2241.5
1674.229666949295,1044.432149447227,1.212605628240229,2242.
1674.856594674544,1045.0385221601864,1.2128852326561375,2242.5
1675.4836669275771,1045.6450346724741,1.2131648343660881,2243.
1676.1108837331312,1046.2516869851474,1.2134444346045716,2243.5
1676.7382450669322,1046.8584790992618,1.213724032136097,2244.
1677.3657509505001,1047.465411015874,1.2140036376155305,2244.5
1677.9934013645186,1048.0724827360395,1.2142832468539735,2245.
1678.6211963343965,1048.679694260814,1.214562855033549,2245.5
1679.2491358490506,1049.287045591253,1.2148424708126635,2246.
1679.8772199064047,1049.894536728411,1.2151220862064918,2246.5
1680.5054485110718,1050.5021676733436,1.2154017040042002,2247.
1681.1338216575205,1051.1099384271051,1.2156813237698176,2247.5
1681.7623393621736,1051.71784899075,1.215960942592465,2248.
1682.3910016130449,1052.325899365333,1.2162405697597987,2248.5
1683.0198084148055,1052.934089551908,1.2165201908024632,2249.
1683.6487597718235,1053.5424195515284,1.216799813773169,2249.5
1684.2778556841356,1054.1508893652476,1.2170794454375966,2250.
1684.9070961456816,1054.75949899412,1.217359083193137,2250.5
1685.536481166907,1055.3682484391975,1.2176387079939148,2251.
1686.1660107374319,1055.9771377015336,1.2179183520547439,2251.5
1686.795684869876,1056.5861667821805,1.2181979876708893,2252.
1687.4255035670262,1057.1953356821914,1.2184776250415355,2252.5
1688.05546681798,1057.8046444026177,1.2187572636723285,2253.
1688.6855746321453,1058.414092944512,1.2190369141979704,2253.5
1689.3158270132858,1059.0236813089255,1.2193165590345343,2254.
1689.9462239538868,1059.6334094969102,1.2195962095286126,2254.5
1690.5767654541291,1060.2432775095176,1.2198758525651816,2255.
1691.2074515232184,1060.8532853477977,1.2201555114376699,2255.5
1691.838282162388,1061.4634330128024,1.220435166264922,2256.
1692.4692573679934,1062.073720505582,1.2207148229425242,2256.5
1693.100377141909,1062.6841478271872,1.220994480634743,2257.
1693.7316414819597,1063.2947149786673,1.2212741430219007,2257.5
1694.363050398488,1063.905421961073,1.2215537969725467,2258.
1694.9946038876187,1064.5162687754541,1.2218334659673684,2258.5
1695.626301941685,1065.12725542286,1.222113137368817,2259.
1696.25814457849,1065.7383819043393,1.2223928040224281,2259.5
1696.890131787691,1066.349648220942,1.2226724708741288,2260.
1697.5222635756925,1066.9610543737163,1.2229521494224118,2260.5
1698.154539933058,1067.572600363711,1.223231827727779,2261.
1698.7869608780704,1068.1842861919745,1.2235115039948425,2261.5
1699.4195263911486,1068.796111859555,1.2237911761648113,2262.
1700.0522364953035,1069.4080773675005,1.2240708665462612,2262.5
1700.6850911801662,1070.0201827168585,1.2243505439156857,2263.
1701.3180904420087,1070.6324279086766,1.2246302269008889,2263.5
1701.9512342912033,1071.2448129440022,1.224909917409365,2264.
1702.5845227289835,1071.857337823882,1.2251896105877835,2264.5
1703.2179557544714,1072.470002549363,1.2254693009807376,2265.
1703.8515333621829,1073.082807121492,1.2257490008889136,2265.5
1704.4852555526666,1073.695751541315,1.2260286899105288,2266.
1705.1191223451178,1074.3088358098785,1.2263083888473287,2266.5
1705.753133720606,1074.9220599282285,1.226588089236582,2267.
1706.387289691126,1075.53542389741,1.2268677936749728,2267.5
1707.0215902484117,1076.1489277184692,1.227147495758114,2268.
1707.656035402531,1076.7625713924508,1.2274272057736675,2268.5
1708.2906251566683,1077.3763549204004,1.2277069185403053,2269.
1708.9253594957024,1077.9902783033626,1.2279866257174374,2269.5
1709.5602384435285,1078.6043415423815,1.2282663402157958,2270.
1710.1952619848732,1079.2185446385024,1.2285460585476748,2270.5
1710.8304301155915,1079.8328875927687,1.2288257690787658,2271.
1711.4657428569762,1080.4473704062248,1.229105496020232,2271.5
1712.1012001954136,1081.0619930799135,1.2293852181391003,2272.
1712.7368021440834,1081.6767556148798,1.229664938844344,2272.5
1713.3725486893845,1082.2916580121655,1.229944665365276,2273.
1714.0084398435813,1082.9067002728143,1.2302243885137383,2273.5
1714.6444755924188,1083.521882397869,1.230504121922987,2274.
1715.2806559591745,1084.1372043883725,1.230783856116758,2274.5
1715.9169809274877,1084.752666245366,1.231063589909189,2275.
1716.553450506839,1085.3682679698932,1.231343322164163,2275.5
1717.190064698051,1085.9840095629952,1.231623058784641,2276.
1717.826823496956,1086.5998910257135,1.2319028021217664,2276.5
1718.4637269096024,1087.21591235909,1.232182539712366,2277.
1719.100774941608,1087.832073564166,1.232462289695976,2277.5
1719.737967573713,1088.448374641982,1.232742030841952,2278.
1720.3753048294336,1089.0648155935796,1.2330217778804151,2278.5
1721.0127867041906,1089.6813964199987,1.2333015323509635,2279.
1721.650413190313,1090.29811712228,1.2335812881714332,2279.5
1722.2881842985541,1090.9149777014636,1.2338610432477244,2280.
1722.9261000290433,1091.5319781585895,1.2341408009734942,2280.5
1723.5641603699712,1092.1491184946976,1.2344205604400624,2281.
1724.2023653430645,1092.7663987108272,1.2347003161767616,2281.5
1724.8407149367674,1093.3838188080172,1.2349800813715075,2282.
1725.4792091480506,1094.0013787873077,1.2352598482020485,2282.5
1726.1178479903876,1094.6190786497364,1.2355396123190316,2283.
1726.7566314562055,1095.2369183963424,1.2358193877602268,2283.5
1727.3955595493146,1095.8548980281644,1.2360991514064845,2284.
1728.0346322697014,1096.47301754624,1.2363789325650134,2284.5
1728.673849626831,1097.0912769516076,1.2366587065766241,2285.
1729.3132116094357,1097.7096762453048,1.2369384788302487,2285.5
1729.9527182173022,1098.3282154283688,1.2372182567603562,2286.
1730.5923694701087,1098.9468945018375,1.2374980423617827,2286.5
1731.2321653405247,1099.5657134667476,1.2377778239772375,2287.
1731.8721058575773,1100.184672324136,1.2380576090717825,2287.5
1732.5121910065645,1100.8037710750395,1.2383374027997718,2288.
1733.1524207906182,1101.4230097204945,1.2386171904480812,2288.5
1733.7927952126354,1102.0423882615373,1.2388969815199764,2289.
1734.433314284394,1102.6619066992034,1.239176777264125,2289.5
1735.0739779860548,1103.2815650345287,1.239456570302503,2290.
1735.7147863304808,1103.9013632685496,1.2397363725761306,2290.5
1736.3557393094418,1104.5213014023002,1.2400161713657343,2291.
1736.9968369381409,1105.1413794368164,1.2402959732229644,2291.5
1737.6380792096325,1105.761597373133,1.2405757779936395,2292.
1738.279466130514,1106.3819552122845,1.240855590234136,2292.5
1738.9209977022417,1107.0024529553057,1.2411353914471257,2293.
1739.5626739134577,1107.6230906032301,1.2414152087234844,2293.5
1740.2044947713919,1108.2438681570925,1.2416950184110935,2294.
1740.8464602826261,1108.8647856179264,1.2419748323135154,2294.5
1741.4885704425628,1109.4858429867654,1.2422546472749278,2295.
1742.1308252570775,1110.1070402646428,1.2425344738497897,2295.5
1742.7732247224822,1110.7283774525918,1.2428142962598654,2296.
1743.4157688428586,1111.3498545516454,1.2430941131181572,2296.5
1744.0584576138197,1111.9714715628365,1.2433739413652665,2297.
1744.7012910453145,1112.593228487197,1.2436537630621096,2297.5
1745.3442691309706,1113.2151253257598,1.2439335953030333,2298.
1745.9873918752087,1113.8371620795565,1.244213425592141,2298.5
1746.630659281269,1114.4593387496193,1.2444932595206721,2299.
1747.274071345999,1115.08165533698,1.2447730975014197,2299.5
1747.917628076478,1115.7041118426696,1.2450529387773066,2300.
1748.5613294640398,1116.3267082677194,1.245332771957127,2300.5
1749.20517551143,1116.9494446131607,1.245612619439192,2301.
1749.8491662251745,1117.5723208800237,1.2458924592774026,2301.5
1750.4933016127745,1118.1953370693395,1.24617230964787,2302.
1751.1375816577413,1118.818493182138,1.2464521499910592,2302.5
1751.7820063730312,1119.4417892194492,1.2467320015420462,2303.
1752.4265757632727,1120.065225182304,1.2470118616799453,2303.5
1753.071289818862,1120.6888010717307,1.247291714545052,2304.
1753.7161485410736,1121.31251688876,1.2475715700119439,2304.5
1754.3611519381298,1121.9363726344204,1.2478514266292429,2305.
1755.0063000155228,1122.5603683097415,1.2481312838583014,2305.5
1755.6515927554622,1123.1845039157515,1.2484111510043854,2306.
1756.297030183172,1123.808779453479,1.2486910089196188,2306.5
1756.9426122791826,1124.4331949239531,1.2489708745105257,2307.
1757.5883390532572,1125.057750328202,1.2492507505748962,2307.5
1758.2342104994882,1125.6824456672525,1.249530615842709,2308.
1758.8802266351934,1126.3072809421333,1.2498104936708587,2308.5
1759.5263874425752,1126.932256153872,1.250090361553818,2309.
1760.1726929353845,1127.557371303495,1.2503702454689314,2309.5
1760.8191431164933,1128.1826263920307,1.250650118769947,2310.
1761.4657379794419,1128.8080214205052,1.250930007559201,2310.5
1762.1124775199432,1129.433556389945,1.251209886641386,2311.
1762.759361747109,1130.0592313013772,1.2514897726570577,2311.5
1763.4063906655058,1130.6850461558274,1.2517696611052098,2312.
1764.0535642700834,1131.311000954322,1.2520495477738427,2312.5
1764.7008825659427,1131.937095697887,1.2523294412549988,2313.
1765.3483455493322,1132.5633303875475,1.2526093345384564,2313.5
1765.9959532223218,1133.1897050243292,1.2528892274858476,2314.
1766.643705594905,1133.8162196092576,1.253169119729628,2314.5
1767.2916026580117,1134.4428741433567,1.2534490236365279,2315.
1767.9396444089448,1135.069668627652,1.2537289228612267,2315.5
1768.5878308568256,1135.696603063168,1.254008826416279,2316.
1769.2361620064767,1136.3236774509287,1.2542887318535985,2316.5
1769.8846378523674,1136.9508917919584,1.2545686433806178,2317.
1770.53325839127,1137.578246087281,1.254848551908267,2317.5
1771.1820236341478,1138.20574033792,1.255128466144555,2318.
1771.8309335738838,1138.8333745448995,1.2554083712119841,2318.5
1772.4799882274,1139.4611487092416,1.2556882872260928,2319.
1773.1291875723905,1140.0890628319703,1.2559682063191757,2319.5
1773.7785316247684,1140.717116914108,1.2562481287447125,2320.
1774.4280203732928,1141.3453109566772,1.2565280470021143,2320.5
1775.0776538340062,1141.9736449607008,1.2568079789777027,2321.
1775.7274320094239,1142.602118927201,1.2570879035157825,2321.5
1776.3773548875267,1143.2307328571992,1.2573678294896926,2322.
1777.0274224670643,1143.8594867517172,1.2576477581913978,2322.5
1777.6776347626087,1144.4883806117773,1.2579276942863784,2323.
1778.3279917771933,1145.1174144384,1.258207628155241,2323.5
1778.978493495486,1145.7465882326064,1.2584875657550312,2324.
1779.629139928695,1146.3759019954186,1.2587675023434277,2324.5
1780.2799310756232,1147.0053557278557,1.2590474437615107,2325.
1780.9308669308418,1147.6349494309393,1.2593273831342378,2325.5
1781.5819475182986,1148.2646831056895,1.2596073260487861,2326.
1782.2331728148624,1148.894556753126,1.2598872731302742,2326.5
1782.884542829493,1149.5245703742685,1.2601672220791327,2327.
1783.5360575576033,1150.1547239701372,1.260447174675752,2327.5
1784.187717011227,1150.7850175417511,1.2607271197467966,2328.
1784.8395211880825,1151.4154510901299,1.261007077780268,2328.5
1785.4914700966895,1152.0460246162925,1.2612870329369272,2329.
1786.143563712786,1152.6767381212571,1.2615669953237425,2329.5
1786.7958020612803,1153.3075916060425,1.2618469531440055,2330.
