epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
4429.104722030965,3230.313125598066,2.1515817203488714,3559.9009673623195
4441.45040104331,3240.313125598066,2.1550474434968265,3564.5449708414685
4453.796080055657,3250.313125598066,2.1585086579479493,3569.181516731957
4466.141759068002,3260.313125598066,2.1619653826197625,3573.8106385882706
4478.487438080348,3270.313125598066,2.1654176362959676,3578.4323697173922
4490.833117092693,3280.313125598066,2.1688654376277765,3583.046743181332
4503.178796105039,3290.313125598066,2.1723088051352217,3587.6537917996316
4515.524475117384,3300.313125598066,2.175747757208452,3592.2535481518316
4527.8701541297305,3310.313125598066,2.179182312109014,3596.8460445799037
4540.215833142076,3320.313125598066,2.1826124879711144,3601.4313131906592
4552.5615121544215,3330.313125598066,2.1860383028028654,3606.00938585812
4564.907191166768,3340.313125598066,2.189459774487519,3610.5802942258615
4577.252870179113,3350.313125598066,2.1928769207846806,3615.1440697093235
4589.598549191459,3360.313125598066,2.1962897593315134,3619.7007434980924
4601.944228203804,3370.313125598066,2.199698307643919,3624.25034655816
4614.28990721615,3380.313125598066,2.203102583117712,3628.7929096341422
4626.635586228496,3390.313125598066,2.2065026030297767,3633.328463251477
4638.981265240842,3400.313125598066,2.2098983845392057,3637.857037718597
4651.326944253187,3410.313125598066,2.213289944688433,3642.3786631290636
4663.672623265533,3420.313125598066,2.2166773004043434,3646.8933693636873
4676.018302277878,3430.313125598066,2.2200604684993768,3651.401186092612
4688.363981290224,3440.313125598066,2.223439465672612,3655.902142777378
4700.70966030257,3450.313125598066,2.2268143085108427,3660.3962686729556
4713.055339314916,3460.313125598066,2.230185013489636,3664.883592829759
4725.401018327261,3470.313125598066,2.233551596974383,3669.364144095627
4737.746697339607,3480.313125598066,2.2369140752213306,3673.8379511177877
4750.092376351952,3490.313125598066,2.2402724643786054,3678.3050423447926
4762.438055364299,3500.313125598066,2.243626780487225,3682.76544602843
4774.783734376644,3510.313125598066,2.2469770394820943,3687.219190225612
4787.12941338899,3520.313125598066,2.2503232571929916,3691.6663028002445
4799.475092401335,3530.313125598066,2.2536654493455455,3696.1068114250656
4811.820771413681,3540.313125598066,2.257003631562194,3700.540743583467
4824.166450426027,3550.313125598066,2.2603378193631376,3704.9681265712957
4836.5121294383725,3560.313125598066,2.2636680281672783,3709.388987498629
4848.857808450718,3570.313125598066,2.2669942732931507,3713.8033532915233
4861.2034874630635,3580.313125598066,2.270316569959836,3718.2112506937597
4873.549166475409,3590.313125598066,2.2736349332878736,3722.612706268545
4885.894845487755,3600.313125598066,2.276949378300152,3727.007746400215
4898.240524500101,3610.313125598066,2.2802599199228024,3731.396397295893
4910.586203512446,3620.313125598066,2.2835665729860657,3735.778684987157
4922.931882524792,3630.313125598066,2.286869352225163,3740.154635331661
4935.277561537137,3640.313125598066,2.290168272281151,3744.5242740147555
4947.623240549484,3650.313125598066,2.2934633477017656,3748.8876265510735
4959.968919561829,3660.313125598066,2.2967545929422584,3753.2447182861106
4972.314598574175,3670.313125598066,2.3000420223662212,3757.595574397784
4984.66027758652,3680.313125598066,2.303325650246406,3761.9402198979647
4997.005956598866,3690.313125598066,2.306605490765529,3766.278679634001
5009.351635611212,3700.313125598066,2.30988155801707,3770.610978290218
5021.697314623558,3710.313125598066,2.3131538660060604,3774.9371403894093
5034.042993635903,3720.313125598066,2.3164224286498643,3779.2571902942937
5046.388672648249,3730.313125598066,2.319687259778948,3783.5711522089746
5058.734351660594,3740.313125598066,2.3229483731376437,3787.879050180373
5071.080030672941,3750.313125598066,2.3262057823849034,3792.1809080996354
5083.425709685286,3760.313125598066,2.3294595010950405,3796.4767497035496
5095.771388697632,3770.313125598066,2.3327095427584723,3800.7665985759154
5108.117067709977,3780.313125598066,2.3359559207824447,3805.0504781489203
5120.462746722323,3790.313125598066,2.339198648491754,3809.328411704492
5132.808425734669,3800.313125598066,2.342437739129459,3813.6004223756368
5145.154104747015,3810.313125598066,2.345673205857584,3817.8665331477578
5157.49978375936,3820.313125598066,2.3489050617578187,3822.1267668599685
5169.845462771706,3830.313125598066,2.352133319832205,3826.3811462063804
5182.191141784051,3840.313125598066,2.355357993003819,3830.6296937373836
5194.5368207963975,3850.313125598066,2.3585790941174443,3834.8724318609097
5206.882499808743,3860.313125598066,2.3617966359402387,3839.10938284368
5219.2281788210885,3870.313125598066,2.365010631162394,3843.340568812445
5231.573857833434,3880.313125598066,2.368221092397787,3847.5660117552025
5243.9195368457795,3890.313125598066,2.371428032184625,3851.785733522404
