epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
1935.2775615371377,1210.313125598066,1.3159079075635383,2390.433759881726
1947.6232405494834,1220.313125598066,1.3210643450295148,2398.0182177097304
1959.9689195618291,1230.313125598066,1.3262045310336217,2405.573175559461
1972.3145985741749,1240.313125598066,1.3313286300911487,2413.0989536011784
1984.6602775865206,1250.313125598066,1.33643680392099,2420.5958663316173
1997.005956598866,1260.313125598066,1.341529211512136,2428.0642227129506
2009.3516356112118,1270.313125598066,1.3466060091881402,2435.504326307415
2021.6973146235575,1280.313125598066,1.3516673506696337,2442.916475407773
2034.0429936359033,1290.313125598066,1.3567133871349628,2450.300963163762
2046.388672648249,1300.313125598066,1.361744267279016,2457.65807770468
2058.7343516605943,1310.313125598066,1.3667601373703058,2464.988102258254
2071.08003067294,1320.313125598066,1.37176114130637,2472.291315265921
2083.4257096852857,1330.313125598066,1.3767474206675514,2479.5679904946637
2095.7713886976317,1340.313125598066,1.3817191147692147,2486.8183971455146
2108.117067709977,1350.313125598066,1.3866763607124537,2494.042799958855
2120.4627467223227,1360.313125598066,1.3916192934333458,2501.2414593166227
2132.8084257346686,1370.313125598066,1.3965480457508,2508.4146313415354
2145.154104747014,1380.313125598066,1.4014627484130502,2515.5625679934424
2157.49978375936,1390.313125598066,1.4063635301428405,2522.685517162895
2169.8454627717056,1400.313125598066,1.4112505176813448,2529.783722762042
2182.191141784051,1410.313125598066,1.4161238358308668,2536.857424812941
2194.536820796397,1420.313125598066,1.4209836074963602,2543.906859533369
2206.8824998087425,1430.313125598066,1.4258299537258077,2550.9322594202245
2219.2281788210885,1440.313125598066,1.4306629937495008,2557.9338533306013
2231.573857833434,1450.313125598066,1.4354828450182504,2564.9118665606134
2243.9195368457795,1460.313125598066,1.440289623240572,2571.86652092204
2256.2652158581254,1470.313125598066,1.4450834424188705,2578.798034816877
2268.610894870471,1480.313125598066,1.4498644148846638,2585.7066233098512
2280.9565738828164,1490.313125598066,1.4546326513328725,2592.5924981989697
2293.3022528951624,1500.313125598066,1.4593882608552078,2599.455868084175
2305.647931907508,1510.313125598066,1.4641313509726859,2606.2969384341545
2317.993610919854,1520.313125598066,1.4688620276672968,2613.115911651378
2330.3392899321993,1530.313125598066,1.4735803954128526,2619.9129871354103
2342.684968944545,1540.313125598066,1.4782865572050454,2626.6883613445593
2355.030647956891,1550.313125598066,1.4829806145907354,2633.4422278559127
2367.3763269692363,1560.313125598066,1.4876626676964924,2640.174777423813
2379.7220059815822,1570.313125598066,1.4923328152564215,2646.8861980368165
2392.0676849939277,1580.313125598066,1.4969911546392842,2653.576674973194
2404.4133640062732,1590.313125598066,1.5016377818749442,2660.2463908550076
2416.759043018619,1600.313125598066,1.5062727916801568,2666.8955257008142
2429.1047220309647,1610.313125598066,1.5108962774837185,2673.524256977038
2441.4504010433106,1620.313125598066,1.5155083314510014,2680.1327596480455
2453.796080055656,1630.313125598066,1.5201090445078862,2686.721206224975
2466.1417590680016,1640.313125598066,1.5246985063641152,2693.2897668133473
2478.4874380803476,1650.313125598066,1.5292768055360777,2699.8386091595044
2490.833117092693,1660.313125598066,1.5338440293690507,2706.367898695893
2503.1787961050386,1670.313125598066,1.5384002640589067,2712.877798585257
2515.5244751173846,1680.313125598066,1.542945594673305,2719.368469763741
2527.87015412973,1690.313125598066,1.5474801051723823,2725.8400709829543
2540.215833142076,1700.313125598066,1.5520038784289547,2732.2927588510265
2552.5615121544215,1710.313125598066,1.556516996248248,2738.726687872674
2564.907191166767,1720.313125598066,1.56101953938717,2745.142010488311
2577.252870179113,1730.313125598066,1.5655115875731336,2751.5388771122393
2589.5985491914585,1740.313125598066,1.5699932195224475,2757.917436169931
2601.944228203804,1750.313125598066,1.5744645129582853,2764.277834134443
2614.28990721615,1760.313125598066,1.5789255446282449,2770.6202155619744
2626.6355862284954,1770.313125598066,1.583376390321508,2776.944723126604
2638.9812652408414,1780.313125598066,1.5878171248856139,2783.2514976542234
2651.326944253187,1790.313125598066,1.5922478222428567,2789.5406781556867
2663.6726232655324,1800.313125598066,1.5966685554063145,2795.812401859207
2676.0183022778783,1810.313125598066,1.6010793964955223,2802.066804242016
2688.363981290224,1820.313125598066,1.6054804167517989,2808.3040190613015
2700.70966030257,1830.313125598066,1.6098716865532363,2814.52417838445
2713.0553393149153,1840.313125598066,1.6142532754293613,2820.7274126186117
2725.4010183272608,1850.313125598066,1.6186252520754745,2826.91385053961
2737.7466973396067,1860.313125598066,1.6229876843666824,2833.0836193202013
2750.092376351952,1870.313125598066,1.6273406393716217,2839.236844557716
2762.438055364298,1880.313125598066,1.6316841833658948,2845.3736503010873
2774.7837343766437,1890.313125598066,1.6360183818452123,2851.4941590772946
2787.129413388989,1900.313125598066,1.6403432995382587,2857.5984919172265
2799.475092401335,1910.313125598066,1.6446590004192851,2863.6867683809837
2811.8207714136806,1920.313125598066,1.648965547720436,2869.759106582637
2824.1664504260266,1930.313125598066,1.653263003943818,2875.8156232144547
2836.512129438372,1940.313125598066,1.6575514308733177,2881.8564335706083
2848.8578084507176,1950.313125598066,1.6618308895861702,2887.88165157038
2861.2034874630635,1960.313125598066,1.6661014404642933,2893.891389780874
2873.549166475409,1970.313125598066,1.6703631432053831,2899.88575943925
2885.894845487755,1980.313125598066,1.674616056833787,2905.864870474495
2898.2405245001005,1990.313125598066,1.6788602397111512,2911.8288315287314
2910.586203512446,2000.313125598066,1.683095749546855,2917.777749978092
2922.931882524792,2010.313125598066,1.6873226434082318,2923.7117319531553
2935.2775615371374,2020.313125598066,1.6915409777305834,2929.6308823589698
2947.623240549483,2030.313125598066,1.6957508083269988,2935.535304894652
2959.968919561829,2040.313125598066,1.6999521903979713,2941.425102072601
2972.3145985741744,2050.313125598066,1.7041451785408284,2947.3003752373124
2984.6602775865204,2060.313125598066,1.708329826758974,2953.161224583814
2997.005956598866,2070.313125598066,1.712506188470947,2959.007749175734
3009.3516356112113,2080.313125598066,1.7166743165193072,2964.840046962999
3021.6973146235573,2090.313125598066,1.7208342631793425,2970.658214799189
3034.042993635903,2100.313125598066,1.7249860801676102,2976.462348458536
3046.3886726482488,2110.313125598066,1.7291298186503123,2982.252542652595
3058.7343516605943,2120.313125598066,1.7332655292515093,2988.0288910465856
3071.0800306729398,2130.313125598066,1.737393262061176,2993.791486275407
3083.4257096852857,2140.313125598066,1.7415130666431062,2999.5404199593463
3095.771388697631,2150.313125598066,1.7456249920426632,3005.275782719478
3108.117067709977,2160.313125598066,1.749729086794387,3010.997664192767
3120.4627467223227,2170.313125598066,1.7538253989294557,3016.7061530468804
3132.808425734668,2180.313125598066,1.7579139759830085,3022.4013369947115
3145.154104747014,2190.313125598066,1.7619948650013313,3028.083302808632
3157.4997837593596,2200.313125598066,1.7660681125489084,3033.7521363344645
3169.8454627717056,2210.313125598066,1.7701337647153441,3039.407922505199
3182.191141784051,2220.313125598066,1.7741918671221548,3045.0507453544483
3194.5368207963966,2230.313125598066,1.7782424649294395,3050.680688029638
3206.8824998087425,2240.313125598066,1.7822856028424248,3056.2978328049735
3219.228178821088,2250.313125598066,1.7863213251178927,3061.902261094139
3231.573857833434,2260.313125598066,1.7903496755704917,3067.4940534627794
3243.9195368457795,2270.313125598066,1.794370697578931,3073.0732896407458
3256.265215858125,2280.313125598066,1.798384434092069,3078.640048534108
3268.610894870471,2290.313125598066,1.802390927634885,3084.1944082369587
3280.9565738828164,2300.313125598066,1.8063902203143518,3089.736446042992
3293.3022528951624,2310.313125598066,1.8103823538251977,3095.266238456878
3305.647931907508,2320.313125598066,1.8143673694555698,3100.7838612054265
3317.9936109198534,2330.313125598066,1.8183453080925962,3106.2893892485513
3330.3392899321993,2340.313125598066,1.822316210227852,3111.7828967900355
3342.684968944545,2350.313125598066,1.8262801159627267,3117.264457288107
3355.0306479568903,2360.313125598066,1.8302370650136994,3122.7341434658224
3367.3763269692363,2370.313125598066,1.8341870967175251,3128.1920273212663
3379.722005981582,2380.313125598066,1.8381302500363244,3133.638180137572
3392.0676849939277,2390.313125598066,1.842066563562594,3139.072672492764
3404.4133640062732,2400.313125598066,1.845996075524124,3144.495574269428
3416.7590430186187,2410.313125598066,1.8499188237888358,3149.9069546642077
3429.1047220309647,2420.313125598066,1.8538348458695342,3155.3068821971483
3441.45040104331,2430.313125598066,1.8577441789285811,3160.6954247208596
3453.796080055656,2440.313125598066,1.8616468597824898,3166.072649429535
3466.1417590680016,2450.313125598066,1.8655429249064404,3171.43862286781
3478.487438080347,2460.313125598066,1.8694324104387212,3176.793410939466
3490.833117092693,2470.313125598066,1.8733153521850963,3182.137078915989
3503.1787961050386,2480.313125598066,1.8771917856230962,3187.4696914449814
3515.5244751173846,2490.313125598066,1.881061745906243,3192.7913125584328
3527.87015412973,2500.313125598066,1.8849252678682036,3198.10200568084
3540.2158331420756,2510.313125598066,1.8887823860268709,3203.4018336372096
3552.5615121544215,2520.313125598066,1.8926331345883831,3208.6908586609093
3564.907191166767,2530.313125598066,1.8964775474510749,3213.969142401396
3577.252870179113,2540.313125598066,1.9003156582093645,3219.236745931809
3589.5985491914585,2550.313125598066,1.904147500157579,3224.4937297564456
3601.944228203804,2560.313125598066,1.9079731062937126,3229.7401538181084
3614.28990721615,2570.313125598066,1.911792509323134,3234.976077505326
3626.6355862284954,2580.313125598066,1.9156057416622232,3240.2015596594647
3638.9812652408414,2590.313125598066,1.9194128354419584,3245.4166585817215
3651.326944253187,2600.313125598066,1.923213822511442,3250.6214320399936
3663.6726232655324,2610.313125598066,1.9270087344413718,3255.81593727565
3676.0183022778783,2620.313125598066,1.9307976025274554,3261.000231010186
3688.363981290224,2630.313125598066,1.9345804577937729,3266.174369451769
3700.70966030257,2640.313125598066,1.9383573309960864,3271.338408301683
3713.0553393149153,2650.313125598066,1.942128252625098,3276.4924027606658
3725.4010183272608,2660.313125598066,1.9458932529096533,3281.636407535152
3737.7466973396067,2670.313125598066,1.9496523618199006,3286.7704768434082
3750.092376351952,2680.313125598066,1.953405609070398,3291.8946644215744
3762.4380553642977,2690.313125598066,1.957153024123172,3297.0090235296107
3774.7837343766437,2700.313125598066,1.9608946361907318,3302.113606957152
3787.129413388989,2710.313125598066,1.9646304742390335,3307.208467029267
3799.475092401335,2720.313125598066,1.9683605669904038,3312.2936556121253
3811.8207714136806,2730.313125598066,1.9720849429264142,3317.3692241185868
3824.166450426026,2740.313125598066,1.975803630290714,3322.435223513692
3836.512129438372,2750.313125598066,1.9795166570918221,3327.491704320071
3848.8578084507176,2760.313125598066,1.9832240511058732,3332.538716623277
3861.2034874630635,2770.313125598066,1.9869258398793261,3337.5763100770228
3873.549166475409,2780.313125598066,1.990622050731627,3342.6045339083507
3885.8948454877545,2790.313125598066,1.9943127107578398,3347.623436922717
3898.2405245001005,2800.313125598066,1.9979978468312294,3352.633067509003
3910.586203512446,2810.313125598066,2.001677485605813,3357.633473644439
3922.931882524792,2820.313125598066,2.0053516535188716,3362.624702899471
3935.2775615371374,2830.313125598066,2.0090203767934223,3367.60680244254
3947.623240549483,2840.313125598066,2.0126836814406572,3372.5798190447977
3959.968919561829,2850.313125598066,2.0163415932623465,3377.5437990847454
3972.3145985741744,2860.313125598066,2.019994137853206,3382.498788552807
3984.6602775865204,2870.313125598066,2.0236413406032265,3387.444833055837
3997.005956598866,2880.313125598066,2.0272832266999767,3392.3819778215557
4009.3516356112113,2890.313125598066,2.0309198211308686,3397.3102677029196
4021.6973146235573,2900.313125598066,2.0345511486853876,3402.2297471824377
4034.042993635903,2910.313125598066,2.0381772339572977,3407.140460376402
4046.3886726482488,2920.313125598066,2.0417981013468087,3412.042451039085
4058.7343516605943,2930.313125598066,2.0454137750627153,3416.935762566851
4071.0800306729398,2940.313125598066,2.049024279124506,3421.820438002223
4083.4257096852857,2950.313125598066,2.0526296373644417,3426.696520037882
4095.771388697631,2960.313125598066,2.0562298734296047,3431.564051020613
4108.117067709977,2970.313125598066,2.059825010783918,3436.4230729551964
4120.462746722323,2980.313125598066,2.0634150727101392,3441.2736275082348
4132.808425734668,2990.313125598066,2.0670000823118233,3446.115756011932
4145.154104747015,3000.313125598066,2.0705800625152593,3450.94949946782
4157.49978375936,3010.313125598066,2.074155036071381,3455.774898550423
4169.845462771706,3020.313125598066,2.07772502555765,3460.5919936108835
4182.191141784051,3030.313125598066,2.081290053379912,3465.400824680523
4194.536820796397,3040.313125598066,2.0848501417742304,3470.201431474363
4206.882499808743,3050.313125598066,2.0884053128086917,3474.9938533945897
4219.2281788210885,3060.313125598066,2.0919555883851872,3479.7781295339755
4231.573857833434,3070.313125598066,2.0955009902411708,3484.5542986792516
4243.9195368457795,3080.313125598066,2.099041539951395,3489.3223993144247
4256.265215858125,3090.313125598066,2.1025772589296157,3494.082469624066
4268.610894870471,3100.313125598066,2.1061081684302856,3498.8345474965363
4280.956573882817,3110.313125598066,2.1096342895502143,3503.5786705271757
4293.302252895162,3120.313125598066,2.1131556432302103,3508.3148760214526
4305.647931907508,3130.313125598066,2.1166722502567037,3513.043200998058
4317.993610919853,3140.313125598066,2.1201841312633425,3517.7636821919705
4330.3392899322,3150.313125598066,2.12369130673257,3522.476356057468
4342.684968944545,3160.313125598066,2.1271937969971804,3527.1812587711097
4355.030647956891,3170.313125598066,2.1306916222418546,3531.87842623467
4367.376326969236,3180.313125598066,2.1341848025046777,3536.567894078029
4379.722005981582,3190.313125598066,2.13767335767863,3541.2496976620405
4392.067684993928,3200.313125598066,2.1411573075130668,3545.923872081342
4404.413364006274,3210.313125598066,2.1446366716151712,3550.5904521671396
4416.759043018619,3220.313125598066,2.1481114694513934,3555.2494724899534
